NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	99	0.34447625	1.376137	0.062044602	0.23065978	0.6591	4854	tags=41%, list=28%, signal=57%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	183	0.305367	1.3365204	0.072553806	0.2607456	0.7103	4012	tags=34%, list=23%, signal=44%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2		58	0.48799062	1.2934977	0.26257545	0.29677492	0.764	5374	tags=55%, list=31%, signal=80%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		198	0.27788568	1.2651935	0.14669509	0.3169053	0.7943	4102	tags=32%, list=24%, signal=41%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS		158	0.32229903	1.261166	0.17213994	0.30764833	0.7991	4853	tags=40%, list=28%, signal=55%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB		195	0.36357164	1.2546868	0.24237359	0.3025904	0.8062	3522	tags=32%, list=20%, signal=39%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY		194	0.3004631	1.2438829	0.17041595	0.3023519	0.8167	4518	tags=34%, list=26%, signal=46%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE		194	0.36331207	1.2348117	0.25756937	0.30021417	0.8247	3647	tags=37%, list=21%, signal=46%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING		53	0.3556958	1.2137612	0.24401815	0.31239003	0.8456	2226	tags=25%, list=13%, signal=28%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		192	0.3424017	1.205129	0.26956338	0.31052813	0.8535	5958	tags=51%, list=34%, signal=76%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		109	0.36527294	1.1638604	0.3247934	0.34684443	0.8853	5012	tags=44%, list=29%, signal=62%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		149	0.31334338	1.053296	0.418999	0.47868845	0.9527	6328	tags=53%, list=37%, signal=83%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		184	0.20410265	0.9996909	0.4472865	0.54084396	0.9713	3814	tags=26%, list=22%, signal=32%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		43	0.23824035	0.9352676	0.57296675	0.62486786	0.9864	1908	tags=21%, list=11%, signal=23%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		194	0.24616797	0.9344929	0.52659464	0.6072538	0.9866	5242	tags=37%, list=30%, signal=53%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		121	0.24816057	0.9161297	0.5391379	0.6177008	0.9887	3004	tags=22%, list=17%, signal=27%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		193	0.23081808	0.8806746	0.5974468	0.6563284	0.993	4978	tags=37%, list=29%, signal=52%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		194	0.2469975	0.87083775	0.62274367	0.6535272	0.9938	5359	tags=39%, list=31%, signal=56%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		106	0.17952625	0.781875	0.8859554	0.77170616	0.9974	4324	tags=27%, list=25%, signal=36%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		107	0.17819132	0.73901093	0.9169204	0.8136457	0.9983	4100	tags=29%, list=24%, signal=38%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		188	0.18639345	0.70597243	0.8284687	0.8379178	0.9987	4376	tags=24%, list=25%, signal=32%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		32	0.19950004	0.6745651	0.89112157	0.8543276	0.9992	48	tags=6%, list=0%, signal=6%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY		196	0.15590239	0.5581338	0.9705624	0.9336259	0.9996	2634	tags=15%, list=15%, signal=18%	
