NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_TASTE_TRANSDUCTION	KEGG_TASTE_TRANSDUCTION	Details ...	43	-0.4883583	-1.5146408	0.052700188	1.0	1.0	3588	tags=51%, list=20%, signal=64%	
HOLLERN_PAPILLARY_BREAST_TUMOR	HOLLERN_PAPILLARY_BREAST_TUMOR	Details ...	18	-0.56908345	-1.5065805	0.050963923	1.0	1.0	5994	tags=67%, list=34%, signal=100%	
LAIHO_COLORECTAL_CANCER_SERRATED_DN	LAIHO_COLORECTAL_CANCER_SERRATED_DN	Details ...	83	-0.42149314	-1.5003518	0.060104027	1.0	1.0	3332	tags=30%, list=19%, signal=37%	
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP	FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP	Details ...	342	-0.4113468	-1.49864	0.06691234	1.0	1.0	3351	tags=40%, list=19%, signal=48%	
VALK_AML_CLUSTER_7	VALK_AML_CLUSTER_7	Details ...	25	-0.48092052	-1.4915991	0.042340986	1.0	1.0	4989	tags=44%, list=28%, signal=61%	
MIKKELSEN_MEF_LCP_WITH_H3K27ME3	MIKKELSEN_MEF_LCP_WITH_H3K27ME3	Details ...	53	-0.4656525	-1.4906485	0.060330424	1.0	1.0	3282	tags=36%, list=18%, signal=44%	
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX		31	-0.44341645	-1.4876038	0.05178605	1.0	1.0	5130	tags=48%, list=29%, signal=68%	
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS		38	-0.53049034	-1.4873991	0.09564376	1.0	1.0	6190	tags=71%, list=35%, signal=109%	
WATANABE_COLON_CANCER_MSI_VS_MSS_DN	WATANABE_COLON_CANCER_MSI_VS_MSS_DN		60	-0.4059469	-1.4861461	0.02823574	1.0	1.0	3955	tags=35%, list=22%, signal=45%	
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS		42	-0.4676259	-1.4784111	0.05171455	1.0	1.0	4797	tags=64%, list=27%, signal=88%	
REACTOME_NEUREXINS_AND_NEUROLIGINS	REACTOME_NEUREXINS_AND_NEUROLIGINS		55	-0.42372572	-1.4587531	0.055112123	1.0	1.0	4403	tags=44%, list=25%, signal=58%	
STREICHER_LSM1_TARGETS_UP	STREICHER_LSM1_TARGETS_UP		44	-0.3916952	-1.4570849	0.05209513	1.0	1.0	3348	tags=36%, list=19%, signal=45%	
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES		85	-0.3956762	-1.4524812	0.049556214	1.0	1.0	4403	tags=41%, list=25%, signal=54%	
REACTOME_INTRAFLAGELLAR_TRANSPORT	REACTOME_INTRAFLAGELLAR_TRANSPORT		49	-0.42565057	-1.4496865	0.06789883	1.0	1.0	2712	tags=33%, list=15%, signal=38%	
ANDERSEN_CHOLANGIOCARCINOMA_CLASS1	ANDERSEN_CHOLANGIOCARCINOMA_CLASS1		59	-0.4091684	-1.447771	0.066344544	1.0	1.0	3751	tags=36%, list=21%, signal=45%	
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN		324	-0.3586526	-1.4378176	0.06357013	1.0	1.0	4870	tags=43%, list=27%, signal=58%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_2	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_2		48	-0.4100269	-1.4376788	0.059135847	1.0	1.0	4034	tags=42%, list=23%, signal=54%	
SAKAI_TUMOR_INFILTRATING_MONOCYTES_UP	SAKAI_TUMOR_INFILTRATING_MONOCYTES_UP		26	-0.4534402	-1.4371268	0.09394172	1.0	1.0	3294	tags=42%, list=18%, signal=52%	
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_DN	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_DN		42	-0.4074396	-1.4343334	0.057794273	1.0	1.0	3464	tags=38%, list=19%, signal=47%	
WP_GDNFRET_SIGNALLING_AXIS	WP_GDNFRET_SIGNALLING_AXIS		22	-0.48745307	-1.4333992	0.06838222	1.0	1.0	6166	tags=64%, list=35%, signal=97%	
FLORIO_HUMAN_NEOCORTEX	FLORIO_HUMAN_NEOCORTEX		28	-0.53945	-1.4318217	0.112747	1.0	1.0	2132	tags=43%, list=12%, signal=49%	
SU_PLACENTA	SU_PLACENTA		28	-0.449108	-1.4292052	0.05215337	1.0	1.0	5520	tags=50%, list=31%, signal=72%	
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING		16	-0.5141534	-1.4189595	0.095527336	1.0	1.0	2999	tags=44%, list=17%, signal=53%	
REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS	REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS		16	-0.48630562	-1.4112012	0.087620124	1.0	1.0	2008	tags=25%, list=11%, signal=28%	
LI_WILMS_TUMOR	LI_WILMS_TUMOR		26	-0.47086757	-1.4108584	0.100095145	1.0	1.0	3189	tags=42%, list=18%, signal=51%	
PID_CONE_PATHWAY	PID_CONE_PATHWAY		16	-0.46816713	-1.3939315	0.081086144	1.0	1.0	1917	tags=38%, list=11%, signal=42%	
REACTOME_POTASSIUM_CHANNELS	REACTOME_POTASSIUM_CHANNELS		98	-0.3754174	-1.3907392	0.063486174	1.0	1.0	4410	tags=45%, list=25%, signal=59%	
LOPEZ_EPITHELIOID_MESOTHELIOMA	LOPEZ_EPITHELIOID_MESOTHELIOMA		17	-0.53970754	-1.3905878	0.12989223	1.0	1.0	5143	tags=53%, list=29%, signal=74%	
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION	WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION		39	-0.40403983	-1.3891059	0.072145425	1.0	1.0	2543	tags=36%, list=14%, signal=42%	
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE		15	-0.5198175	-1.3868301	0.11663516	1.0	1.0	1792	tags=33%, list=10%, signal=37%	
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN		189	-0.40132764	-1.3852499	0.13226229	1.0	1.0	4987	tags=47%, list=28%, signal=65%	
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	REACTOME_RORA_ACTIVATES_GENE_EXPRESSION		18	-0.43903333	-1.385033	0.07891749	1.0	1.0	6497	tags=67%, list=36%, signal=105%	
WP_JOUBERT_SYNDROME	WP_JOUBERT_SYNDROME		75	-0.35080206	-1.3809844	0.07754164	1.0	1.0	3603	tags=32%, list=20%, signal=40%	
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP		60	-0.36990333	-1.3798002	0.068879984	1.0	1.0	4105	tags=42%, list=23%, signal=54%	
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN	PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN		22	-0.4840426	-1.3785623	0.10597157	1.0	1.0	3954	tags=55%, list=22%, signal=70%	
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN	CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN		49	-0.37740472	-1.3739978	0.07734205	1.0	1.0	4798	tags=39%, list=27%, signal=53%	
MIKKELSEN_ES_HCP_WITH_H3_UNMETHYLATED	MIKKELSEN_ES_HCP_WITH_H3_UNMETHYLATED		48	-0.4282642	-1.373973	0.11180359	1.0	1.0	3965	tags=33%, list=22%, signal=43%	
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION	REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION		26	-0.3922275	-1.3689495	0.07441688	1.0	1.0	5124	tags=50%, list=29%, signal=70%	
REACTOME_STIMULI_SENSING_CHANNELS	REACTOME_STIMULI_SENSING_CHANNELS		100	-0.33439395	-1.3684655	0.04874552	1.0	1.0	3831	tags=36%, list=21%, signal=46%	
LEIN_MIDBRAIN_MARKERS	LEIN_MIDBRAIN_MARKERS		75	-0.35791823	-1.3669485	0.0640298	1.0	1.0	5338	tags=48%, list=30%, signal=68%	
WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM	WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM		47	-0.414973	-1.3631332	0.11827567	1.0	1.0	6166	tags=55%, list=35%, signal=84%	
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE		18	-0.50804794	-1.360827	0.13348459	1.0	1.0	4997	tags=56%, list=28%, signal=77%	
WP_GABA_RECEPTOR_SIGNALING	WP_GABA_RECEPTOR_SIGNALING		25	-0.45560765	-1.3518887	0.12403244	1.0	1.0	5123	tags=52%, list=29%, signal=73%	
RIZ_ERYTHROID_DIFFERENTIATION_6HR	RIZ_ERYTHROID_DIFFERENTIATION_6HR		32	-0.414885	-1.3514704	0.113790505	1.0	1.0	5183	tags=50%, list=29%, signal=70%	
ODONNELL_METASTASIS_UP	ODONNELL_METASTASIS_UP		69	-0.40817556	-1.3462567	0.13402061	1.0	1.0	5280	tags=51%, list=30%, signal=72%	
LEE_LIVER_CANCER_CIPROFIBRATE_DN	LEE_LIVER_CANCER_CIPROFIBRATE_DN		56	-0.35863757	-1.3455266	0.0768822	1.0	1.0	5499	tags=46%, list=31%, signal=67%	
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS		15	-0.49116558	-1.3443598	0.125	1.0	1.0	4905	tags=60%, list=27%, signal=83%	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_DN	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_DN		22	-0.4178671	-1.3395659	0.11415349	1.0	1.0	4496	tags=50%, list=25%, signal=67%	
REACTOME_SIGNALING_BY_ERBB4	REACTOME_SIGNALING_BY_ERBB4		56	-0.33853373	-1.3363477	0.07531761	1.0	1.0	3015	tags=32%, list=17%, signal=39%	
KIM_MYC_AMPLIFICATION_TARGETS_DN	KIM_MYC_AMPLIFICATION_TARGETS_DN		94	-0.31764537	-1.3336743	0.08283914	1.0	1.0	4481	tags=39%, list=25%, signal=52%	
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	MIKKELSEN_MEF_HCP_WITH_H3K27ME3		498	-0.31468692	-1.3306615	0.061884668	1.0	1.0	4522	tags=36%, list=25%, signal=47%	
ZWANG_EGF_INTERVAL_UP	ZWANG_EGF_INTERVAL_UP		84	-0.3462528	-1.3284862	0.10572022	1.0	1.0	4064	tags=40%, list=23%, signal=52%	
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS		65	-0.38840246	-1.3250164	0.14355597	1.0	1.0	6268	tags=60%, list=35%, signal=92%	
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH		60	-0.3704717	-1.3248404	0.11060661	1.0	1.0	2876	tags=33%, list=16%, signal=40%	
WEBER_METHYLATED_IN_COLON_CANCER	WEBER_METHYLATED_IN_COLON_CANCER		18	-0.43928137	-1.3245864	0.137582	1.0	1.0	5367	tags=56%, list=30%, signal=79%	
WP_HISTONE_MODIFICATIONS	WP_HISTONE_MODIFICATIONS		39	-0.38771197	-1.3241576	0.14528899	1.0	1.0	6139	tags=56%, list=34%, signal=86%	
REACTOME_NEURONAL_SYSTEM	REACTOME_NEURONAL_SYSTEM		382	-0.2966772	-1.3213297	0.0615357	1.0	1.0	4436	tags=35%, list=25%, signal=46%	
PID_RHODOPSIN_PATHWAY	PID_RHODOPSIN_PATHWAY		17	-0.43576622	-1.3202361	0.11678135	1.0	1.0	2354	tags=35%, list=13%, signal=41%	
WP_NEURAL_CREST_DIFFERENTIATION	WP_NEURAL_CREST_DIFFERENTIATION		92	-0.35397077	-1.3160083	0.11075782	1.0	1.0	4826	tags=39%, list=27%, signal=53%	
MEBARKI_HCC_PROGENITOR_FZD8CRD_DN	MEBARKI_HCC_PROGENITOR_FZD8CRD_DN		380	-0.31747505	-1.3158265	0.092129126	1.0	1.0	3704	tags=33%, list=21%, signal=41%	
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY		28	-0.42554444	-1.3099105	0.16847615	1.0	1.0	4926	tags=57%, list=28%, signal=79%	
SU_LIVER	SU_LIVER		46	-0.3962863	-1.3094256	0.15150376	1.0	1.0	5498	tags=57%, list=31%, signal=81%	
TAVAZOIE_METASTASIS	TAVAZOIE_METASTASIS		92	-0.32892781	-1.3080455	0.07145377	1.0	1.0	5290	tags=48%, list=30%, signal=68%	
VERHAAK_GLIOBLASTOMA_PRONEURAL	VERHAAK_GLIOBLASTOMA_PRONEURAL		173	-0.302254	-1.3063781	0.084593736	1.0	1.0	4216	tags=34%, list=24%, signal=44%	
REACTOME_XENOBIOTICS	REACTOME_XENOBIOTICS		22	-0.4662514	-1.3058074	0.17232074	1.0	1.0	5206	tags=59%, list=29%, signal=83%	
FINETTI_BREAST_CANCERS_KINOME_BLUE	FINETTI_BREAST_CANCERS_KINOME_BLUE		21	-0.54997224	-1.3046911	0.22239563	1.0	1.0	5665	tags=71%, list=32%, signal=105%	
REACTOME_KERATINIZATION	REACTOME_KERATINIZATION		80	-0.41108885	-1.3012202	0.1585814	1.0	1.0	4615	tags=48%, list=26%, signal=64%	
YAUCH_HEDGEHOG_SIGNALING_PARACRINE_UP	YAUCH_HEDGEHOG_SIGNALING_PARACRINE_UP		132	-0.31539512	-1.2963854	0.08682746	1.0	1.0	5236	tags=42%, list=29%, signal=60%	
VERRECCHIA_RESPONSE_TO_TGFB1_C5	VERRECCHIA_RESPONSE_TO_TGFB1_C5		21	-0.42832083	-1.2956848	0.16436803	1.0	1.0	3999	tags=38%, list=22%, signal=49%	
WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3		32	-0.41770425	-1.2955773	0.18255189	1.0	1.0	5253	tags=53%, list=29%, signal=75%	
PID_ERBB_NETWORK_PATHWAY	PID_ERBB_NETWORK_PATHWAY		15	-0.5127008	-1.295376	0.18257926	1.0	1.0	5631	tags=73%, list=32%, signal=107%	
RODRIGUES_NTN1_TARGETS_UP	RODRIGUES_NTN1_TARGETS_UP		16	-0.45002338	-1.2939199	0.16076668	1.0	1.0	4620	tags=38%, list=26%, signal=51%	
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN		149	-0.3096791	-1.291761	0.14602998	1.0	1.0	4079	tags=37%, list=23%, signal=47%	
DING_LUNG_CANCER_BY_MUTATION_RATE	DING_LUNG_CANCER_BY_MUTATION_RATE		20	-0.44070107	-1.2901106	0.15680803	1.0	1.0	3999	tags=45%, list=22%, signal=58%	
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN		104	-0.31050292	-1.2854154	0.12598138	1.0	1.0	2992	tags=27%, list=17%, signal=32%	
VALK_AML_CLUSTER_8	VALK_AML_CLUSTER_8		25	-0.38164338	-1.2839969	0.14058957	1.0	1.0	4089	tags=36%, list=23%, signal=47%	
RODRIGUES_THYROID_CARCINOMA_DN	RODRIGUES_THYROID_CARCINOMA_DN		75	-0.31973398	-1.2747144	0.12722273	1.0	1.0	4479	tags=40%, list=25%, signal=53%	
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES		17	-0.46737054	-1.2734362	0.17718941	1.0	1.0	2612	tags=41%, list=15%, signal=48%	
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES		22	-0.3924278	-1.2710276	0.15658295	1.0	1.0	4789	tags=45%, list=27%, signal=62%	
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE		72	-0.40627664	-1.2697403	0.18648061	1.0	1.0	4615	tags=46%, list=26%, signal=62%	
DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	DAWSON_METHYLATED_IN_LYMPHOMA_TCL1		51	-0.36392286	-1.2682177	0.16727807	1.0	1.0	3173	tags=35%, list=18%, signal=43%	
NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON		21	-0.56582576	-1.2676008	0.2869388	1.0	1.0	5787	tags=67%, list=32%, signal=99%	
BROWNE_HCMV_INFECTION_12HR_DN	BROWNE_HCMV_INFECTION_12HR_DN		95	-0.3260549	-1.266698	0.16325347	1.0	1.0	4890	tags=37%, list=27%, signal=50%	
REACTOME_FERTILIZATION	REACTOME_FERTILIZATION		19	-0.43973914	-1.2663665	0.19492482	1.0	1.0	3332	tags=47%, list=19%, signal=58%	
LE_SKI_TARGETS_UP	LE_SKI_TARGETS_UP		17	-0.45072827	-1.2652955	0.20918368	1.0	1.0	416	tags=18%, list=2%, signal=18%	
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN	CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN		365	-0.28507158	-1.2630284	0.14307144	1.0	1.0	3897	tags=30%, list=22%, signal=37%	
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP	TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP		61	-0.33403683	-1.2626789	0.15579505	1.0	1.0	4613	tags=33%, list=26%, signal=44%	
REACTOME_CGMP_EFFECTS	REACTOME_CGMP_EFFECTS		15	-0.51877415	-1.2623125	0.23155417	1.0	1.0	5805	tags=60%, list=33%, signal=89%	
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING		16	-0.44128236	-1.2613254	0.18571165	1.0	1.0	2999	tags=38%, list=17%, signal=45%	
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY	WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY		31	-0.38977072	-1.2610217	0.16967909	1.0	1.0	4156	tags=45%, list=23%, signal=59%	
THUM_SYSTOLIC_HEART_FAILURE_DN	THUM_SYSTOLIC_HEART_FAILURE_DN		209	-0.28320298	-1.2609593	0.12609357	1.0	1.0	2915	tags=23%, list=16%, signal=27%	
WP_PREGNANE_X_RECEPTOR_PATHWAY	WP_PREGNANE_X_RECEPTOR_PATHWAY		31	-0.39993152	-1.2608339	0.17524235	1.0	1.0	3955	tags=39%, list=22%, signal=50%	
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT		33	-0.3850157	-1.2606673	0.15175661	1.0	1.0	4272	tags=42%, list=24%, signal=56%	
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING	REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING		22	-0.39393044	-1.2569745	0.17686194	1.0	1.0	2999	tags=32%, list=17%, signal=38%	
WP_TAMOXIFEN_METABOLISM	WP_TAMOXIFEN_METABOLISM		18	-0.4619433	-1.2557842	0.18036225	1.0	1.0	4637	tags=44%, list=26%, signal=60%	
WP_PRADERWILLI_AND_ANGELMAN_SYNDROME	WP_PRADERWILLI_AND_ANGELMAN_SYNDROME		52	-0.3376563	-1.2540578	0.15991902	1.0	1.0	3474	tags=37%, list=19%, signal=45%	
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	HINATA_NFKB_TARGETS_KERATINOCYTE_DN		23	-0.4508617	-1.2540171	0.22018349	1.0	1.0	3856	tags=48%, list=22%, signal=61%	
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER	REACTOME_SIGNALING_BY_ERBB2_IN_CANCER		26	-0.3791863	-1.2517271	0.17893377	1.0	1.0	2999	tags=31%, list=17%, signal=37%	
MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3	MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3		36	-0.39903164	-1.2503262	0.18333642	1.0	1.0	5525	tags=61%, list=31%, signal=88%	
YAUCH_HEDGEHOG_SIGNALING_PARACRINE_DN	YAUCH_HEDGEHOG_SIGNALING_PARACRINE_DN		216	-0.28696167	-1.2490137	0.1012057	1.0	1.0	4963	tags=38%, list=28%, signal=52%	
GENTILE_UV_LOW_DOSE_DN	GENTILE_UV_LOW_DOSE_DN		63	-0.35056508	-1.2488145	0.1949337	1.0	1.0	4043	tags=37%, list=23%, signal=47%	
MADAN_DPPA4_TARGETS	MADAN_DPPA4_TARGETS		49	-0.34404695	-1.2476269	0.15418024	1.0	1.0	3777	tags=35%, list=21%, signal=44%	
WP_CYSTEINE_AND_METHIONINE_CATABOLISM	WP_CYSTEINE_AND_METHIONINE_CATABOLISM		15	-0.43189725	-1.2469822	0.19326276	1.0	1.0	1272	tags=27%, list=7%, signal=29%	
REACTOME_GABA_RECEPTOR_ACTIVATION	REACTOME_GABA_RECEPTOR_ACTIVATION		53	-0.34745404	-1.246199	0.16172408	1.0	1.0	2731	tags=30%, list=15%, signal=36%	
SERVITJA_ISLET_HNF1A_TARGETS_DN	SERVITJA_ISLET_HNF1A_TARGETS_DN		94	-0.2943774	-1.2425553	0.114339426	1.0	1.0	2969	tags=24%, list=17%, signal=29%	
RICKMAN_HEAD_AND_NECK_CANCER_A	RICKMAN_HEAD_AND_NECK_CANCER_A		98	-0.33859593	-1.2422473	0.16663654	1.0	1.0	4475	tags=39%, list=25%, signal=51%	
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE	REACTOME_THE_PHOTOTRANSDUCTION_CASCADE		29	-0.36073318	-1.2422365	0.1653914	1.0	1.0	2407	tags=28%, list=13%, signal=32%	
MARTINEZ_RESPONSE_TO_TRABECTEDIN	MARTINEZ_RESPONSE_TO_TRABECTEDIN		50	-0.32825398	-1.2398626	0.1686058	1.0	1.0	3930	tags=32%, list=22%, signal=41%	
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION		62	-0.33627036	-1.2379515	0.18272114	1.0	1.0	6418	tags=52%, list=36%, signal=80%	
LEIN_CEREBELLUM_MARKERS	LEIN_CEREBELLUM_MARKERS		83	-0.32312164	-1.2366371	0.17377655	1.0	1.0	4944	tags=47%, list=28%, signal=65%	
SABATES_COLORECTAL_ADENOMA_UP	SABATES_COLORECTAL_ADENOMA_UP		122	-0.3299061	-1.236577	0.19019182	1.0	1.0	3871	tags=33%, list=22%, signal=42%	
NIKOLSKY_MUTATED_AND_AMPLIFIED_IN_BREAST_CANCER	NIKOLSKY_MUTATED_AND_AMPLIFIED_IN_BREAST_CANCER		89	-0.3330419	-1.2359335	0.19897586	1.0	1.0	3946	tags=35%, list=22%, signal=44%	
