NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HOLLERN_EMT_BREAST_TUMOR_DN	HOLLERN_EMT_BREAST_TUMOR_DN	Details ...	121	-0.6539347	-1.874066	0.0037586547	0.37742284	0.6993	3729	tags=66%, list=21%, signal=83%	
RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN	RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN	Details ...	357	-0.59377325	-1.8735092	0.0025875797	0.34845743	0.7012	3392	tags=58%, list=19%, signal=70%	
IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	Details ...	22	-0.6370311	-1.8724922	9.97009E-4	0.32564878	0.704	2659	tags=50%, list=15%, signal=59%	
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	Details ...	146	-0.6517979	-1.8709875	0.001393867	0.30843365	0.709	4374	tags=68%, list=25%, signal=90%	
CAFFAREL_RESPONSE_TO_THC_24HR_5_DN	CAFFAREL_RESPONSE_TO_THC_24HR_5_DN	Details ...	51	-0.629598	-1.8681635	0.0016041709	0.2986363	0.7188	3218	tags=51%, list=18%, signal=62%	
WONG_MITOCHONDRIA_GENE_MODULE	WONG_MITOCHONDRIA_GENE_MODULE	Details ...	217	-0.69581145	-1.8606255	4.0048058E-4	0.30913436	0.7462	3523	tags=70%, list=20%, signal=86%	
RUIZ_TNC_TARGETS_DN	RUIZ_TNC_TARGETS_DN	Details ...	141	-0.5742919	-1.8570756	0.0043754973	0.30427232	0.7574	4838	tags=67%, list=27%, signal=91%	
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE	SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE	Details ...	77	-0.59848213	-1.8528036	9.859988E-4	0.30356738	0.7709	3936	tags=64%, list=22%, signal=81%	
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	Details ...	97	-0.5513484	-1.8460617	0.002805049	0.31371608	0.7935	3806	tags=55%, list=21%, signal=69%	
MOOTHA_HUMAN_MITODB_6_2002	MOOTHA_HUMAN_MITODB_6_2002	Details ...	420	-0.5554387	-1.8395106	0.003786369	0.32344934	0.8123	3265	tags=50%, list=18%, signal=60%	
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER	WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER		42	-0.7274322	-1.8393342	9.96016E-4	0.3086839	0.8124	3055	tags=76%, list=17%, signal=92%	
BECKER_TAMOXIFEN_RESISTANCE_DN	BECKER_TAMOXIFEN_RESISTANCE_DN		51	-0.5070297	-1.8386536	9.924574E-4	0.2970473	0.8139	3507	tags=37%, list=20%, signal=46%	
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1		26	-0.7210775	-1.8364794	0.0024096386	0.29213437	0.8197	2381	tags=62%, list=13%, signal=71%	
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6	SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6		442	-0.6001564	-1.8345307	0.0059512	0.2866577	0.8241	4636	tags=66%, list=26%, signal=87%	
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY	SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY		31	-0.76313144	-1.8344873	0.0015869867	0.27532923	0.8243	3472	tags=77%, list=19%, signal=96%	
WEST_ADRENOCORTICAL_TUMOR_UP	WEST_ADRENOCORTICAL_TUMOR_UP		290	-0.5533546	-1.8283166	0.0035636507	0.28610283	0.8424	4651	tags=64%, list=26%, signal=85%	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP		16	-0.7480361	-1.826878	0.0013930348	0.28039277	0.8456	2654	tags=69%, list=15%, signal=81%	
MOOTHA_MITOCHONDRIA	MOOTHA_MITOCHONDRIA		435	-0.556554	-1.8261428	0.0035892322	0.2728163	0.847	3791	tags=54%, list=21%, signal=67%	
FOURNIER_ACINAR_DEVELOPMENT_LATE_2	FOURNIER_ACINAR_DEVELOPMENT_LATE_2		278	-0.56788576	-1.820416	0.004181601	0.2824849	0.8606	4585	tags=60%, list=26%, signal=80%	
SCHUHMACHER_MYC_TARGETS_UP	SCHUHMACHER_MYC_TARGETS_UP		77	-0.6594331	-1.818257	0.0022035257	0.28048077	0.865	4539	tags=70%, list=25%, signal=94%	
STEIN_ESRRA_TARGETS_UP	STEIN_ESRRA_TARGETS_UP		378	-0.45844197	-1.817351	7.993605E-4	0.27436668	0.8675	3412	tags=42%, list=19%, signal=50%	
MUELLER_PLURINET	MUELLER_PLURINET		292	-0.5736166	-1.8171008	0.0053989203	0.2665446	0.8683	4123	tags=58%, list=23%, signal=74%	
GRADE_COLON_AND_RECTAL_CANCER_UP	GRADE_COLON_AND_RECTAL_CANCER_UP		280	-0.5868791	-1.8163503	0.0037977214	0.26085314	0.8695	4263	tags=59%, list=24%, signal=77%	
REACTOME_GLUCONEOGENESIS	REACTOME_GLUCONEOGENESIS		31	-0.61709917	-1.8130187	0.0059808614	0.26339242	0.8767	2598	tags=55%, list=15%, signal=64%	
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES		29	-0.666751	-1.811916	0.0019782393	0.25915676	0.8785	4137	tags=69%, list=23%, signal=90%	
LY_AGING_OLD_DN	LY_AGING_OLD_DN		54	-0.67778116	-1.8112264	0.004196643	0.2541101	0.8803	2900	tags=61%, list=16%, signal=73%	
LI_AMPLIFIED_IN_LUNG_CANCER	LI_AMPLIFIED_IN_LUNG_CANCER		178	-0.6502144	-1.8082604	0.0012045774	0.25587997	0.8851	4754	tags=76%, list=27%, signal=103%	
ISHIDA_E2F_TARGETS	ISHIDA_E2F_TARGETS		52	-0.75667834	-1.8079569	0.0027910685	0.25002632	0.8852	2961	tags=75%, list=17%, signal=90%	
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP	WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP		136	-0.56281066	-1.8069696	0.0037705894	0.24643134	0.8875	3993	tags=58%, list=22%, signal=74%	
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT		130	-0.52321684	-1.8054416	0.0024062563	0.24459252	0.8919	3806	tags=51%, list=21%, signal=64%	
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP		160	-0.6104359	-1.8049264	0.011738958	0.2400324	0.893	3535	tags=60%, list=20%, signal=74%	
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN	MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN		75	-0.62424934	-1.8047277	0.008374875	0.2349047	0.8932	2995	tags=52%, list=17%, signal=62%	
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY	REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY		15	-0.79317343	-1.8018117	0.0016048144	0.23719887	0.8993	2104	tags=67%, list=12%, signal=76%	
SEMENZA_HIF1_TARGETS	SEMENZA_HIF1_TARGETS		35	-0.6750198	-1.8012061	0.0068259384	0.23341316	0.9001	2986	tags=63%, list=17%, signal=75%	
LANDIS_ERBB2_BREAST_TUMORS_65_UP	LANDIS_ERBB2_BREAST_TUMORS_65_UP		22	-0.66690415	-1.8006668	0.00357072	0.22964227	0.9004	2712	tags=64%, list=15%, signal=75%	
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT		175	-0.6310068	-1.7999395	0.00639872	0.22651844	0.9011	3928	tags=71%, list=22%, signal=90%	
IRITANI_MAD1_TARGETS_DN	IRITANI_MAD1_TARGETS_DN		44	-0.71043754	-1.7994472	0.0013922036	0.22296153	0.902	3387	tags=75%, list=19%, signal=92%	
WONG_EMBRYONIC_STEM_CELL_CORE	WONG_EMBRYONIC_STEM_CELL_CORE		330	-0.6550661	-1.7987099	0.0029934144	0.22028996	0.9031	4546	tags=75%, list=25%, signal=99%	
BURTON_ADIPOGENESIS_5	BURTON_ADIPOGENESIS_5		115	-0.5931767	-1.7985194	0.0041799364	0.2162805	0.9033	3623	tags=60%, list=20%, signal=75%	
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	LINDGREN_BLADDER_CANCER_CLUSTER_3_UP		313	-0.5746869	-1.7975096	0.0059429477	0.2143101	0.9047	3586	tags=57%, list=20%, signal=70%	
BENPORATH_PROLIFERATION	BENPORATH_PROLIFERATION		142	-0.6967556	-1.7962897	0.0036130068	0.21300118	0.9067	3392	tags=73%, list=19%, signal=89%	
ELLWOOD_MYC_TARGETS_DN	ELLWOOD_MYC_TARGETS_DN		41	-0.57283735	-1.7952783	0.0030126532	0.21128857	0.9083	2117	tags=49%, list=12%, signal=55%	
CAFFAREL_RESPONSE_TO_THC_DN	CAFFAREL_RESPONSE_TO_THC_DN		30	-0.7165707	-1.7897044	0.003947888	0.22054303	0.9167	2861	tags=67%, list=16%, signal=79%	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP		118	-0.5717445	-1.7885847	0.0055788006	0.21916385	0.919	3614	tags=56%, list=20%, signal=70%	
MANALO_HYPOXIA_DN	MANALO_HYPOXIA_DN		285	-0.5999777	-1.7873802	0.0076	0.21807046	0.9209	4747	tags=66%, list=27%, signal=89%	
AIGNER_ZEB1_TARGETS	AIGNER_ZEB1_TARGETS		35	-0.71209455	-1.7873139	0.0065372423	0.21432398	0.921	3500	tags=69%, list=20%, signal=85%	
CUI_GLUCOSE_DEPRIVATION	CUI_GLUCOSE_DEPRIVATION		57	-0.557575	-1.7863517	0.0035566094	0.21282028	0.9219	4007	tags=56%, list=22%, signal=72%	
KOBAYASHI_EGFR_SIGNALING_24HR_DN	KOBAYASHI_EGFR_SIGNALING_24HR_DN		249	-0.6229116	-1.7847917	0.015145476	0.21273267	0.9248	4782	tags=71%, list=27%, signal=96%	
SANA_RESPONSE_TO_IFNG_DN	SANA_RESPONSE_TO_IFNG_DN		84	-0.61026037	-1.7824013	0.005772293	0.21460502	0.9287	3120	tags=58%, list=17%, signal=70%	
CHEN_LUNG_CANCER_SURVIVAL	CHEN_LUNG_CANCER_SURVIVAL		27	-0.66315436	-1.7803695	0.0049338858	0.21588647	0.9315	4123	tags=67%, list=23%, signal=87%	
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING		37	-0.514338	-1.780205	0.0039315904	0.21275489	0.9317	1873	tags=35%, list=10%, signal=39%	
VANTVEER_BREAST_CANCER_METASTASIS_DN	VANTVEER_BREAST_CANCER_METASTASIS_DN		106	-0.6018934	-1.7790529	0.011293838	0.21199502	0.9331	3581	tags=58%, list=20%, signal=72%	
DITTMER_PTHLH_TARGETS_UP	DITTMER_PTHLH_TARGETS_UP		110	-0.5440173	-1.7779558	0.002173913	0.21107817	0.9344	4129	tags=55%, list=23%, signal=71%	
HU_ANGIOGENESIS_DN	HU_ANGIOGENESIS_DN		33	-0.6893663	-1.7776624	0.0039793076	0.20840167	0.9347	1971	tags=64%, list=11%, signal=71%	
CHICAS_RB1_TARGETS_LOW_SERUM	CHICAS_RB1_TARGETS_LOW_SERUM		90	-0.6011738	-1.7770232	0.015289913	0.20655456	0.9354	2861	tags=56%, list=16%, signal=66%	
MOOTHA_GLYCOLYSIS	MOOTHA_GLYCOLYSIS		20	-0.6014805	-1.7728096	0.006351727	0.21317342	0.9416	3250	tags=50%, list=18%, signal=61%	
LANDIS_BREAST_CANCER_PROGRESSION_UP	LANDIS_BREAST_CANCER_PROGRESSION_UP		45	-0.6224059	-1.7727003	0.002180809	0.21021172	0.9419	3668	tags=60%, list=21%, signal=75%	
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	MISSIAGLIA_REGULATED_BY_METHYLATION_DN		115	-0.6297042	-1.772457	0.014334063	0.20759836	0.9422	3938	tags=64%, list=22%, signal=82%	
SESTO_RESPONSE_TO_UV_C6	SESTO_RESPONSE_TO_UV_C6		37	-0.62849754	-1.7712146	0.0045780255	0.20725983	0.9435	3262	tags=57%, list=18%, signal=69%	
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT		103	-0.7118333	-1.7709737	0.006163022	0.20480563	0.9438	3546	tags=79%, list=20%, signal=98%	
BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP	BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP		187	-0.616482	-1.770008	0.007742704	0.2041029	0.9446	4242	tags=65%, list=24%, signal=85%	
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY		22	-0.61829776	-1.7696868	0.006392329	0.20190775	0.9448	2604	tags=41%, list=15%, signal=48%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17		182	-0.64881015	-1.7685004	0.0043877144	0.20180736	0.9466	4049	tags=70%, list=23%, signal=89%	
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN	SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN		48	-0.6420588	-1.7675318	0.009355095	0.20123512	0.9479	4399	tags=73%, list=25%, signal=97%	
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP		63	-0.67477787	-1.7671885	0.0031923384	0.199344	0.9481	4055	tags=73%, list=23%, signal=94%	
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT		151	-0.48461154	-1.7668191	0.0030144695	0.1975245	0.9488	4070	tags=42%, list=23%, signal=54%	
REACTOME_MITOCHONDRIAL_TRANSLATION	REACTOME_MITOCHONDRIAL_TRANSLATION		94	-0.7396809	-1.7635605	0.0047971215	0.20191073	0.9526	3129	tags=74%, list=18%, signal=90%	
VECCHI_GASTRIC_CANCER_EARLY_UP	VECCHI_GASTRIC_CANCER_EARLY_UP		413	-0.5415788	-1.7629983	0.013301568	0.20050025	0.9532	3413	tags=52%, list=19%, signal=62%	
REACTOME_PROTEIN_LOCALIZATION	REACTOME_PROTEIN_LOCALIZATION		158	-0.5713451	-1.762565	0.007012623	0.19891691	0.9539	2791	tags=50%, list=16%, signal=59%	
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT		98	-0.5157404	-1.7611413	0.0044247787	0.19940291	0.9554	4070	tags=46%, list=23%, signal=59%	
DANG_MYC_TARGETS_UP	DANG_MYC_TARGETS_UP		127	-0.632389	-1.7589551	0.008957006	0.2014959	0.957	4664	tags=73%, list=26%, signal=98%	
BASAKI_YBX1_TARGETS_UP	BASAKI_YBX1_TARGETS_UP		280	-0.5417154	-1.7581005	0.013341298	0.20084442	0.9582	3399	tags=54%, list=19%, signal=65%	
MORI_MATURE_B_LYMPHOCYTE_DN	MORI_MATURE_B_LYMPHOCYTE_DN		71	-0.5503688	-1.7579	0.012367844	0.1988722	0.9585	2418	tags=46%, list=14%, signal=54%	
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT		75	-0.67194706	-1.756701	0.010356503	0.19907668	0.9594	2391	tags=57%, list=13%, signal=66%	
JIANG_HYPOXIA_CANCER	JIANG_HYPOXIA_CANCER		57	-0.5890427	-1.7544649	0.0023875847	0.20127328	0.9609	3696	tags=58%, list=21%, signal=73%	
WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALLING	WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALLING		67	-0.5370501	-1.7538726	0.011639575	0.20017652	0.9615	4862	tags=57%, list=27%, signal=78%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13		174	-0.65050006	-1.7528026	0.010793524	0.20006068	0.9627	3617	tags=68%, list=20%, signal=85%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		21	-0.62636846	-1.7526194	0.005625879	0.1981824	0.963	4814	tags=71%, list=27%, signal=98%	
LIU_PROSTATE_CANCER_UP	LIU_PROSTATE_CANCER_UP		92	-0.51826066	-1.7510886	0.003387129	0.19917315	0.9642	2753	tags=41%, list=15%, signal=49%	
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP		83	-0.5292855	-1.7504565	0.0031790184	0.19821641	0.9647	4034	tags=51%, list=23%, signal=65%	
COLDREN_GEFITINIB_RESISTANCE_DN	COLDREN_GEFITINIB_RESISTANCE_DN		218	-0.51871043	-1.750259	0.014101291	0.19648479	0.9648	4335	tags=56%, list=24%, signal=72%	
LEE_LIVER_CANCER_SURVIVAL_DN	LEE_LIVER_CANCER_SURVIVAL_DN		172	-0.6010346	-1.749369	0.015317286	0.19617027	0.9655	5080	tags=70%, list=28%, signal=97%	
BIDUS_METASTASIS_UP	BIDUS_METASTASIS_UP		210	-0.54614866	-1.7470357	0.015503876	0.19877277	0.9672	4716	tags=61%, list=26%, signal=82%	
ELVIDGE_HYPOXIA_DN	ELVIDGE_HYPOXIA_DN		146	-0.53107464	-1.746531	0.00594884	0.19767343	0.9674	4094	tags=58%, list=23%, signal=74%	
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS		125	-0.68993646	-1.7460089	0.010986816	0.19667935	0.9677	3928	tags=79%, list=22%, signal=101%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		159	-0.5431511	-1.7447422	0.018507462	0.19718938	0.9695	4390	tags=64%, list=25%, signal=84%	
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP		45	-0.72122675	-1.7446021	0.005606728	0.19543526	0.9695	2329	tags=67%, list=13%, signal=76%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		173	-0.5462257	-1.7441157	0.016810086	0.1944163	0.9698	4414	tags=60%, list=25%, signal=79%	
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP	ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP		41	-0.5740851	-1.742341	0.006128905	0.1960326	0.9712	2960	tags=54%, list=17%, signal=64%	
WP_AMINO_ACID_METABOLISM	WP_AMINO_ACID_METABOLISM		83	-0.48514616	-1.7413158	0.007987221	0.19614418	0.9718	2505	tags=36%, list=14%, signal=42%	
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL		315	-0.45251924	-1.7404985	0.0011869436	0.1958648	0.9722	4443	tags=44%, list=25%, signal=58%	
SESTO_RESPONSE_TO_UV_C1	SESTO_RESPONSE_TO_UV_C1		67	-0.5606727	-1.7399528	0.007945968	0.19504313	0.9725	4620	tags=60%, list=26%, signal=80%	
MORI_IMMATURE_B_LYMPHOCYTE_DN	MORI_IMMATURE_B_LYMPHOCYTE_DN		87	-0.6747698	-1.7397288	0.017070265	0.19357502	0.9726	3266	tags=67%, list=18%, signal=81%	
MOOTHA_VOXPHOS	MOOTHA_VOXPHOS		86	-0.74883616	-1.7386738	0.007377866	0.19373082	0.9729	2952	tags=78%, list=17%, signal=93%	
BHATTACHARYA_EMBRYONIC_STEM_CELL	BHATTACHARYA_EMBRYONIC_STEM_CELL		79	-0.5735597	-1.7368635	0.014168829	0.19551156	0.9739	2891	tags=52%, list=16%, signal=62%	
WENG_POR_TARGETS_LIVER_UP	WENG_POR_TARGETS_LIVER_UP		37	-0.5444232	-1.736855	0.00720144	0.19367254	0.9739	2407	tags=41%, list=13%, signal=47%	
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN		42	-0.6130733	-1.7367349	0.006203722	0.19209379	0.9739	2520	tags=50%, list=14%, signal=58%	
REACTOME_CHOLESTEROL_BIOSYNTHESIS	REACTOME_CHOLESTEROL_BIOSYNTHESIS		25	-0.7449151	-1.7364428	0.008798241	0.19087021	0.9739	2407	tags=68%, list=13%, signal=78%	
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA		17	-0.63445765	-1.7317816	0.006160572	0.1983453	0.9767	5215	tags=65%, list=29%, signal=91%	
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP		112	-0.6500179	-1.7294981	0.008615508	0.20114754	0.9785	3422	tags=67%, list=19%, signal=82%	
DITTMER_PTHLH_TARGETS_DN	DITTMER_PTHLH_TARGETS_DN		69	-0.4900075	-1.7284997	0.0089498805	0.20135835	0.9792	2652	tags=38%, list=15%, signal=44%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14		140	-0.56757784	-1.7272544	0.009577015	0.20212656	0.9807	4443	tags=61%, list=25%, signal=81%	
TARTE_PLASMA_CELL_VS_PLASMABLAST_DN	TARTE_PLASMA_CELL_VS_PLASMABLAST_DN		300	-0.5702104	-1.7257924	0.019642858	0.20326844	0.9817	3415	tags=57%, list=19%, signal=69%	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS		57	-0.48471904	-1.7239743	0.0071884985	0.20507787	0.9823	2848	tags=42%, list=16%, signal=50%	
BURTON_ADIPOGENESIS_PEAK_AT_24HR	BURTON_ADIPOGENESIS_PEAK_AT_24HR		43	-0.69413173	-1.7233815	0.016593363	0.2044786	0.9828	3512	tags=74%, list=20%, signal=92%	
HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP	HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP		68	-0.49415922	-1.722877	0.0051587303	0.20373343	0.9828	4356	tags=56%, list=24%, signal=74%	
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN		188	-0.638746	-1.72145	0.016331408	0.20491233	0.9839	3255	tags=62%, list=18%, signal=75%	
BIOCARTA_HIF_PATHWAY	BIOCARTA_HIF_PATHWAY		15	-0.6433912	-1.72101	0.011496493	0.20406081	0.984	2986	tags=53%, list=17%, signal=64%	
HORTON_SREBF_TARGETS	HORTON_SREBF_TARGETS		24	-0.7062383	-1.7188336	0.014685174	0.20675427	0.9853	3709	tags=75%, list=21%, signal=95%	
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP		178	-0.5749414	-1.7172537	0.02679464	0.2082709	0.9859	3396	tags=61%, list=19%, signal=75%	
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF		55	-0.52019525	-1.7167913	0.013933121	0.20750244	0.9862	3709	tags=49%, list=21%, signal=62%	
