ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0032692,negative regulation of interleukin-1 production,7/331,22/12931,8.279186396796803e-7,2.8375029741749047e-4,2.3554087232226698e-4,TREM2/ACP5/CD33/ARRB2/NLRP3/GAS6/FFAR4,7
GO:0032715,negative regulation of interleukin-6 production,8/331,32/12931,1.0419835266310483e-6,3.2735649128325437e-4,2.7173833549772866e-4,HGF/NCKAP1L/TLR4/ARRB1/ARRB2/NLRC3/SOCS5/GAS6,8
GO:0048771,tissue remodeling,15/331,130/12931,1.1423533710594128e-6,3.3077887068164597e-4,2.7457924962628324e-4,MMP2/P2RX7/ACP5/PTN/LIPA/TCIRG1/GPNMB/CTSK/RSPO3/ABR/HAND2/TPP1/CSF1R/TMEM119/AGER,15
GO:0002685,regulation of leukocyte migration,17/331,167/12931,1.3160963024468672e-6,3.3077887068164597e-4,2.7457924962628324e-4,STK10/TREM2/HMOX1/LGMN/PTN/RARRES2/CXCL12/NCKAP1L/MPP1/IL34/TNFRSF14/ABR/CSF1R/GAS6/CSF1/DPP4/AGER,17
GO:0031348,negative regulation of defense response,17/331,167/12931,1.3160963024468672e-6,3.3077887068164597e-4,2.7457924962628324e-4,HGF/NR1H3/TNFRSF1B/ACP5/LILRB1/APOE/AOAH/ARRB2/VSIG4/ABR/NLRP3/TNFAIP8L2/HTRA1/NLRC3/SOCS5/FFAR4/AGER,17
GO:0030574,collagen catabolic process,8/331,35/12931,2.1804247916689283e-6,4.8069304324803013e-4,3.9902287242116245e-4,MRC2/MMP2/MMP9/MMP19/ADAMTS14/CTSK/CTSS/CTSB,8
GO:0032611,interleukin-1 beta production,11/331,73/12931,2.2589893568946864e-6,4.8069304324803013e-4,3.9902287242116245e-4,P2RX7/NLRC4/TREM2/ACP5/CD33/TLR4/ARRB2/NLRP3/ABCA1/FFAR4/AGER,11
GO:0006935,chemotaxis,31/331,482/12931,2.2950861481338308e-6,4.8069304324803013e-4,3.9902287242116245e-4,PLXND1/HGF/SEMA5B/TREM2/LGMN/PTN/RARRES2/CXCL12/PDGFRB/DOK1/NRP2/NCKAP1L/LRP1/MPP1/PLXNC1/GPNMB/CMTM3/ARRB2/CNTN4/DOK2/IL34/ITGB2/IL16/UNC5C/FES/CSF1R/GAS6/CSF1/FLRT2/DPP4/AGER,31
GO:0042330,taxis,31/331,484/12931,2.5013808942717144e-6,4.921656372555188e-4,4.085462626164058e-4,PLXND1/HGF/SEMA5B/TREM2/LGMN/PTN/RARRES2/CXCL12/PDGFRB/DOK1/NRP2/NCKAP1L/LRP1/MPP1/PLXNC1/GPNMB/CMTM3/ARRB2/CNTN4/DOK2/IL34/ITGB2/IL16/UNC5C/FES/CSF1R/GAS6/CSF1/FLRT2/DPP4/AGER,31
GO:0050900,leukocyte migration,25/331,344/12931,2.7233683122900523e-6,4.921656372555188e-4,4.085462626164058e-4,ITGAL/STK10/TREM2/HMOX1/LGMN/PTN/RARRES2/CXCL12/COL1A1/NCKAP1L/MPP1/GYPC/ITGAX/DOK2/IL34/TNFRSF14/ABR/ITGB2/ROR2/IL16/CSF1R/GAS6/CSF1/DPP4/AGER,25
GO:0033344,cholesterol efflux,8/331,36/12931,2.74150620221907e-6,4.921656372555188e-4,4.085462626164058e-4,NR1H3/PLTP/EEPD1/LRP1/APOE/APOC1/ABCA1/APOC2,8
GO:0050728,negative regulation of inflammatory response,13/331,107/12931,3.3281037336071293e-6,5.703159579863126e-4,4.734187751202869e-4,HGF/NR1H3/TNFRSF1B/ACP5/APOE/AOAH/ABR/NLRP3/TNFAIP8L2/NLRC3/SOCS5/FFAR4/AGER,13
GO:0010875,positive regulation of cholesterol efflux,6/331,18/12931,3.848215127583235e-6,6.044904596245332e-4,5.017869988730245e-4,NR1H3/PLTP/EEPD1/LRP1/APOE/ABCA1,6
GO:0032691,negative regulation of interleukin-1 beta production,6/331,18/12931,3.848215127583235e-6,6.044904596245332e-4,5.017869988730245e-4,TREM2/ACP5/CD33/ARRB2/NLRP3/FFAR4,6
GO:0032651,regulation of interleukin-1 beta production,10/331,65/12931,5.408722740493219e-6,8.06931145343879e-4,6.698328340380712e-4,P2RX7/NLRC4/TREM2/ACP5/CD33/TLR4/ARRB2/NLRP3/FFAR4/AGER,10
GO:0050921,positive regulation of chemotaxis,13/331,112/12931,5.565042381681924e-6,8.06931145343879e-4,6.698328340380712e-4,TREM2/LGMN/PTN/RARRES2/CXCL12/PDGFRB/NCKAP1L/IL34/IL16/CSF1R/GAS6/CSF1/AGER,13
GO:0032374,regulation of cholesterol transport,8/331,40/12931,6.372462595807382e-6,8.897845920812529e-4,7.386094073035223e-4,NR1H3/PLTP/EEPD1/LRP1/APOE/APOC1/ABCA1/APOC2,8
GO:0051962,positive regulation of nervous system development,27/331,411/12931,7.2037389606271365e-6,9.699319957701537e-4,8.05139696614454e-4,PLXND1/HGF/TNFRSF1B/NCOA1/TREM2/PTN/CXCL12/CAPRIN2/MAN2A1/LRP1/APOE/PLXNC1/ITGAX/BEND6/PTPRD/IL34/SHOX2/ROR2/ZEB2/FES/CSF1/FLRT2/PRKN/ROR1/TRPV2/TCF4/TOX,27
GO:0001818,negative regulation of cytokine production,18/331,210/12931,7.582558849083218e-6,9.730009221137515e-4,8.076872096730932e-4,HGF/TREM2/HMOX1/ACP5/LILRB1/CD33/NCKAP1L/GPNMB/TLR4/ARRB1/ARRB2/VSIG4/NLRP3/NLRC3/SOCS5/GAS6/FFAR4/AGER,18
GO:0032371,regulation of sterol transport,8/331,41/12931,7.742712908066988e-6,9.730009221137515e-4,8.076872096730932e-4,NR1H3/PLTP/EEPD1/LRP1/APOE/APOC1/ABCA1/APOC2,8
GO:0030301,cholesterol transport,10/331,68/12931,8.207447362502136e-6,9.981315018268728e-4,8.285480817901139e-4,NR1H3/MSR1/PLTP/EEPD1/LRP1/APOE/APOC1/ABCA1/STARD5/APOC2,10
GO:0050769,positive regulation of neurogenesis,25/331,371/12931,1.0270740765587979e-5,0.0012100216464458339,0.0010044379044767454,PLXND1/HGF/TNFRSF1B/NCOA1/TREM2/PTN/CXCL12/CAPRIN2/MAN2A1/LRP1/APOE/PLXNC1/BEND6/PTPRD/IL34/SHOX2/ROR2/ZEB2/FES/CSF1/PRKN/ROR1/TRPV2/TCF4/TOX,25
GO:0032720,negative regulation of tumor necrosis factor production,8/331,43/12931,1.1238370131097253e-5,0.0012838986483102014,0.0010657631387480744,TREM2/ACP5/CD33/GPNMB/TLR4/ARRB2/NLRC3/GAS6,8
GO:0050920,regulation of chemotaxis,16/331,177/12931,1.2524706874258223e-5,0.0013887689681162793,0.0011528158989835818,SEMA5B/TREM2/LGMN/PTN/RARRES2/CXCL12/PDGFRB/NCKAP1L/MPP1/IL34/IL16/CSF1R/GAS6/CSF1/DPP4/AGER,16
GO:0001501,skeletal system development,26/331,401/12931,1.3465260424662359e-5,0.0014504009085993454,0.0012039765185720658,SNAI2/FOXN3/EVC/MMP2/P2RX7/MMP9/ACP5/LILRB1/COL1A1/PDGFRB/LRRC17/CHI3L1/GDF11/CTSK/FLI1/NPR2/HAND2/COL3A1/SHOX2/ROR2/PHOSPHO1/MAF/TMEM119/FAT4/HOXC4/HOXA10,26
GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,8/331,45/12931,1.5977682014295126e-5,0.0016712172631702755,0.0013872759802890493,TREM2/ACP5/CD33/GPNMB/TLR4/ARRB2/NLRC3/GAS6,8
GO:0050865,regulation of cell activation,28/331,455/12931,1.640186703907167e-5,0.0016712172631702755,0.0013872759802890493,NR1H3/TNFRSF1B/CAPN3/TREM2/HMOX1/LILRB1/PDGFRB/LOXL3/NCKAP1L/APOE/GPNMB/TLR4/ATM/VSIG4/TNFRSF14/ABR/ITGB2/NLRP3/TNFAIP8L2/SOCS5/FES/GAS6/CD300LF/DPP4/TOX/AGER/HLA-DMB/PIK3R6,28
GO:0031670,cellular response to nutrient,7/331,34/12931,2.0046365212544442e-5,0.001988810443455067,0.0016509097999139787,SNAI2/NCOA1/HMOX1/PTN/COL1A1/FES/GAS6,7
GO:0002687,positive regulation of leukocyte migration,12/331,111/12931,2.639941987574639e-5,0.002551943921322151,0.002118366404604427,TREM2/LGMN/PTN/RARRES2/CXCL12/NCKAP1L/IL34/TNFRSF14/CSF1R/GAS6/CSF1/AGER,12
GO:0002275,myeloid cell activation involved in immune response,28/331,470/12931,2.9493402572585104e-5,0.0027659771549211126,0.0022960352035684673,ITGAL/ALDH3B1/TNFRSF1B/ATP6V0A1/KCNAB2/STK10/FTL/ADA2/TREM2/HMOX1/MMP9/MAN2B1/CD33/P2RX1/TCIRG1/ARHGAP9/NCKAP1L/CD68/SIGLEC9/CHI3L1/ITGAX/ABR/ITGB2/HK3/CTSS/CTSB/LAIR1/FES,28
GO:0070372,regulation of ERK1 and ERK2 cascade,17/331,211/12931,3.032641598582525e-5,0.0027659771549211126,0.0022960352035684673,FBLN1/TREM2/PDGFRB/GLIPR2/LRP1/APOE/CHI3L1/GPNMB/TLR4/ARRB1/ARRB2/HAND2/P2RY1/CSF1R/GAS6/FFAR4/AGER,17
GO:0032373,positive regulation of sterol transport,6/331,25/12931,3.154828054684558e-5,0.0027659771549211126,0.0022960352035684673,NR1H3/PLTP/EEPD1/LRP1/APOE/ABCA1,6
GO:0032376,positive regulation of cholesterol transport,6/331,25/12931,3.154828054684558e-5,0.0027659771549211126,0.0022960352035684673,NR1H3/PLTP/EEPD1/LRP1/APOE/ABCA1,6
GO:0002688,regulation of leukocyte chemotaxis,11/331,96/12931,3.3157053634246764e-5,0.002840956640934325,0.0023582756089620964,LGMN/PTN/RARRES2/CXCL12/NCKAP1L/MPP1/IL34/CSF1R/GAS6/CSF1/DPP4,11
GO:0040017,positive regulation of locomotion,28/331,474/12931,3.4309900885177336e-5,0.0028516543482113087,0.0023671557663638757,SNAI2/HGF/SEMA5B/TREM2/HMOX1/LGMN/MMP9/PTN/RARRES2/CXCL12/COL1A1/PDGFRB/AKT3/NRP2/GLIPR2/NCKAP1L/LRP1/GPNMB/ITGAX/ATM/IL34/TNFRSF14/ROR2/IL16/CSF1R/GAS6/CSF1/AGER,28
GO:0032368,regulation of lipid transport,10/331,80/12931,3.542441451881841e-5,0.0028516543482113087,0.0023671557663638757,NR1H3/P2RX7/PLTP/EEPD1/LRP1/APOE/APOC1/ABCA1/PRKN/APOC2,10
GO:0002444,myeloid leukocyte mediated immunity,28/331,475/12931,3.562039489083613e-5,0.0028516543482113087,0.0023671557663638757,ITGAL/ALDH3B1/TNFRSF1B/ATP6V0A1/KCNAB2/STK10/FTL/ADA2/HMOX1/MMP9/MAN2B1/CD33/P2RX1/TCIRG1/ARHGAP9/NCKAP1L/CD68/SIGLEC9/CHI3L1/ITGAX/SPON2/ABR/ITGB2/HK3/CTSS/CTSB/LAIR1/FES,28
GO:0030335,positive regulation of cell migration,27/331,450/12931,3.630753546794239e-5,0.0028516543482113087,0.0023671557663638757,SNAI2/HGF/SEMA5B/TREM2/HMOX1/LGMN/MMP9/PTN/RARRES2/CXCL12/COL1A1/PDGFRB/AKT3/NRP2/GLIPR2/NCKAP1L/LRP1/GPNMB/ITGAX/ATM/IL34/TNFRSF14/ROR2/CSF1R/GAS6/CSF1/AGER,27
GO:0010874,regulation of cholesterol efflux,6/331,26/12931,4.0135707482967746e-5,0.0030879921879752737,0.002563339599288144,NR1H3/PLTP/EEPD1/LRP1/APOE/ABCA1,6
GO:0006909,phagocytosis,18/331,238/12931,4.128148839449575e-5,0.0031126242249449798,0.002583786631512334,ITGAL/NR1H3/MSR1/P2RX7/TREM2/NCF2/NCKAP1L/LRP1/TLR4/SPON2/ABR/ITGB2/ABCA1/C2/GAS6/CD300LF/PLPP4/RAB7B,18
GO:0001523,retinoid metabolic process,9/331,66/12931,4.335505917336868e-5,0.003204873982031371,0.002660363073734264,AKR1B1/RARRES2/LRP1/ALDH1A2/APOE/CYP4V2/PLB1/ALDH1A1/APOC2,9
GO:0002683,negative regulation of immune system process,23/331,359/12931,5.139462167468754e-5,0.0037261100714148466,0.0030930406930940496,NR1H3/HMOX1/LILRB1/CXCL12/LOXL3/LRRC17/CD68/GPNMB/TLR4/ARRB2/ATM/PLCL2/VSIG4/TNFRSF14/ABR/TNFAIP8L2/HTRA1/NLRC3/COL3A1/SOCS5/CD300LF/DPP4/MAFB,23
GO:0032102,negative regulation of response to external stimulus,20/331,288/12931,5.2537171315078994e-5,0.0037370780350537325,0.0031021451900641477,SNAI2/HGF/NR1H3/TNFRSF1B/SEMA5B/ACP5/LILRB1/APOE/AOAH/ARRB2/VSIG4/ABR/NLRP3/TNFAIP8L2/HTRA1/NLRC3/SOCS5/FFAR4/DPP4/AGER,20
GO:0002697,regulation of immune effector process,21/331,312/12931,5.390579315846896e-5,0.0037634229668042215,0.0031240140947393414,TNFRSF1B/P2RX7/HMOX1/LILRB1/LOXL3/TLR4/ARRB2/VSIG4/TNFRSF14/SPON2/ABR/ITGB2/NLRP3/HTRA1/C2/SOCS5/FES/CADM1/AGER/HLA-DMB/PIK3R6,21
GO:0043299,leukocyte degranulation,27/331,461/12931,5.500671157143404e-5,0.0037704600477146606,0.003129855569413845,ITGAL/ALDH3B1/TNFRSF1B/ATP6V0A1/KCNAB2/STK10/FTL/ADA2/HMOX1/MMP9/MAN2B1/CD33/P2RX1/TCIRG1/ARHGAP9/NCKAP1L/CD68/SIGLEC9/CHI3L1/ITGAX/ABR/ITGB2/HK3/CTSS/CTSB/LAIR1/FES,27
GO:0045666,positive regulation of neuron differentiation,20/331,291/12931,6.0720743376107295e-5,0.00399291541474904,0.0033145155739351933,PLXND1/HGF/NCOA1/PTN/CXCL12/CAPRIN2/LRP1/APOE/PLXNC1/BEND6/PTPRD/SHOX2/ROR2/ZEB2/FES/PRKN/ROR1/TRPV2/TCF4/TOX,20
GO:0050727,regulation of inflammatory response,19/331,268/12931,6.12161636972649e-5,0.00399291541474904,0.0033145155739351933,HGF/NR1H3/TNFRSF1B/TREM2/MMP9/ACP5/PLD3/APOE/AOAH/TLR4/ATM/ABR/NLRP3/TNFAIP8L2/NLRC3/SOCS5/IL16/FFAR4/AGER,19
GO:2000147,positive regulation of cell motility,27/331,464/12931,6.1429467919216e-5,0.00399291541474904,0.0033145155739351933,SNAI2/HGF/SEMA5B/TREM2/HMOX1/LGMN/MMP9/PTN/RARRES2/CXCL12/COL1A1/PDGFRB/AKT3/NRP2/GLIPR2/NCKAP1L/LRP1/GPNMB/ITGAX/ATM/IL34/TNFRSF14/ROR2/CSF1R/GAS6/CSF1/AGER,27
GO:0055094,response to lipoprotein particle,6/331,28/12931,6.289945658433628e-5,0.0040191686664906405,0.0033363083751156426,CD68/APOE/TLR4/ITGB2/ABCA1/SOCS5,6
GO:0070661,leukocyte proliferation,17/331,225/12931,6.821261141856065e-5,0.004286025750799561,0.0035578262060944003,TNFRSF1B/P2RX7/TREM2/LILRB1/TCIRG1/NCKAP1L/GPNMB/TLR4/ATM/PLCL2/VSIG4/IL34/TNFRSF14/CSF1R/CSF1/AGER/HLA-DMB,17
GO:0002694,regulation of leukocyte activation,25/331,419/12931,7.754971118148146e-5,0.0045453456206803276,0.0037730874020054763,NR1H3/TNFRSF1B/TREM2/HMOX1/LILRB1/LOXL3/NCKAP1L/GPNMB/TLR4/ATM/VSIG4/TNFRSF14/ABR/ITGB2/NLRP3/TNFAIP8L2/SOCS5/FES/GAS6/CD300LF/DPP4/TOX/AGER/HLA-DMB/PIK3R6,25
GO:0016101,diterpenoid metabolic process,9/331,71/12931,7.797895919842562e-5,0.0045453456206803276,0.0037730874020054763,AKR1B1/RARRES2/LRP1/ALDH1A2/APOE/CYP4V2/PLB1/ALDH1A1/APOC2,9
GO:0036005,response to macrophage colony-stimulating factor,4/331,10/12931,7.836802794276427e-5,0.0045453456206803276,0.0037730874020054763,DOK1/TLR4/CSF1R/CSF1,4
GO:0036006,cellular response to macrophage colony-stimulating factor stimulus,4/331,10/12931,7.836802794276427e-5,0.0045453456206803276,0.0037730874020054763,DOK1/TLR4/CSF1R/CSF1,4
GO:0061517,macrophage proliferation,4/331,10/12931,7.836802794276427e-5,0.0045453456206803276,0.0037730874020054763,TREM2/IL34/CSF1R/CSF1,4
GO:0070371,ERK1 and ERK2 cascade,17/331,228/12931,8.038392610439564e-5,0.0045916272941450235,0.0038115057784428746,FBLN1/TREM2/PDGFRB/GLIPR2/LRP1/APOE/CHI3L1/GPNMB/TLR4/ARRB1/ARRB2/HAND2/P2RY1/CSF1R/GAS6/FFAR4/AGER,17
GO:1901615,organic hydroxy compound metabolic process,25/331,421/12931,8.367801949834378e-5,0.004675284070422148,0.003880949194852729,ALDH3B1/SNAI2/OSBPL3/AKR1B1/LGMN/PLTP/CPQ/LIPA/ALDH1A2/APOE/APOC1/CYP27A1/PLCB2/CTSK/CYP4V2/ITGB2/PLB1/HAND2/CTSB/ABCA1/ALDH1A1/ZEB2/P2RY1/CLN8/PRKN,25
GO:0071622,regulation of granulocyte chemotaxis,7/331,42/12931,8.432873124368862e-5,0.004675284070422148,0.003880949194852729,RARRES2/NCKAP1L/MPP1/IL34/CSF1R/CSF1/DPP4,7
GO:0043312,neutrophil degranulation,25/331,422/12931,8.690193745222426e-5,0.004748120350650514,0.003941410527009348,ITGAL/ALDH3B1/TNFRSF1B/ATP6V0A1/KCNAB2/STK10/FTL/ADA2/MMP9/MAN2B1/CD33/P2RX1/TCIRG1/ARHGAP9/NCKAP1L/CD68/SIGLEC9/CHI3L1/ITGAX/ABR/ITGB2/HK3/CTSS/CTSB/LAIR1,25
GO:0001503,ossification,21/331,324/12931,9.249859737588593e-5,0.0049577406272185605,0.00411541613422331,MRC2/SNAI2/HGF/MMP2/P2RX7/ACP5/PTN/COL1A1/TCIRG1/GPNMB/COL6A1/CTSK/NPR2/HAND2/SHOX2/ROR2/PHOSPHO1/TMEM119/CSF1/FFAR4/FAT4,21
GO:0071402,cellular response to lipoprotein particle stimulus,6/331,30/12931,9.494670314604616e-5,0.0049577406272185605,0.00411541613422331,CD68/APOE/TLR4/ITGB2/ABCA1/SOCS5,6
GO:0002283,neutrophil activation involved in immune response,25/331,425/12931,9.725172780666617e-5,0.0049577406272185605,0.00411541613422331,ITGAL/ALDH3B1/TNFRSF1B/ATP6V0A1/KCNAB2/STK10/FTL/ADA2/MMP9/MAN2B1/CD33/P2RX1/TCIRG1/ARHGAP9/NCKAP1L/CD68/SIGLEC9/CHI3L1/ITGAX/ABR/ITGB2/HK3/CTSS/CTSB/LAIR1,25
GO:0032680,regulation of tumor necrosis factor production,10/331,90/12931,9.81966941395837e-5,0.0049577406272185605,0.00411541613422331,TREM2/NFATC4/ACP5/CD33/GPNMB/TLR4/ARRB2/SPON2/NLRC3/GAS6,10
GO:0071675,regulation of mononuclear cell migration,7/331,43/12931,9.854074590447022e-5,0.0049577406272185605,0.00411541613422331,LGMN/RARRES2/CXCL12/IL34/CSF1R/CSF1/AGER,7
GO:1905952,regulation of lipid localization,11/331,108/12931,9.875964701799912e-5,0.0049577406272185605,0.00411541613422331,NR1H3/MSR1/P2RX7/PLTP/EEPD1/LRP1/APOE/APOC1/ABCA1/PRKN/APOC2,11
GO:0031346,positive regulation of cell projection organization,21/331,326/12931,1.0090137020266235e-4,0.0049577406272185605,0.00411541613422331,PLXND1/HGF/P2RX7/PTN/CXCL12/CAPRIN2/CCDC88A/LRP1/APOE/DZIP1/PLXNC1/PTPRD/SHOX2/ROR2/ZEB2/FES/PRKN/ROR1/ARAP1/TRPV2/TOX,21
GO:0051272,positive regulation of cellular component movement,27/331,478/12931,1.0125889344716954e-4,0.0049577406272185605,0.00411541613422331,SNAI2/HGF/SEMA5B/TREM2/HMOX1/LGMN/MMP9/PTN/RARRES2/CXCL12/COL1A1/PDGFRB/AKT3/NRP2/GLIPR2/NCKAP1L/LRP1/GPNMB/ITGAX/ATM/IL34/TNFRSF14/ROR2/CSF1R/GAS6/CSF1/AGER,27
GO:1902105,regulation of leukocyte differentiation,17/331,233/12931,1.0495037434385728e-4,0.0050726014266197685,0.004210761982783909,TREM2/LILRB1/LOXL3/NCKAP1L/LRRC17/TLR4/IL34/NLRP3/ROR2/SOCS5/FES/GAS6/CSF1/TOX/MAFB/AGER/PIK3R6,17
GO:0002690,positive regulation of leukocyte chemotaxis,9/331,74/12931,1.0820262068903651e-4,0.005163593417691996,0.004286294354543712,LGMN/PTN/RARRES2/CXCL12/NCKAP1L/IL34/CSF1R/GAS6/CSF1,9
GO:0032655,regulation of interleukin-12 production,7/331,44/12931,1.1464218815226985e-4,0.005309981913634994,0.004407811316274421,ACP5/LILRB1/IRF5/TLR4/ARRB2/IL16/AGER,7
GO:1904645,response to amyloid-beta,7/331,44/12931,1.1464218815226985e-4,0.005309981913634994,0.004407811316274421,MMP2/TREM2/LGMN/MMP9/LRP1/TLR4/AGER,7
GO:1902107,positive regulation of leukocyte differentiation,12/331,129/12931,1.1612623790108705e-4,0.005309981913634994,0.004407811316274421,TREM2/NCKAP1L/IL34/NLRP3/ROR2/SOCS5/FES/GAS6/CSF1/TOX/AGER/PIK3R6,12
GO:0010720,positive regulation of cell development,25/331,430/12931,1.1697006067729685e-4,0.005309981913634994,0.004407811316274421,PLXND1/HGF/TNFRSF1B/NCOA1/TREM2/PTN/CXCL12/CAPRIN2/MAN2A1/LRP1/APOE/PLXNC1/BEND6/PTPRD/IL34/SHOX2/ROR2/ZEB2/FES/CSF1/PRKN/ROR1/TRPV2/TCF4/TOX,25
GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,10/331,92/12931,1.1831259436215902e-4,0.005309981913634994,0.004407811316274421,TREM2/NFATC4/ACP5/CD33/GPNMB/TLR4/ARRB2/SPON2/NLRC3/GAS6,10
GO:0002446,neutrophil mediated immunity,25/331,432/12931,1.25808110103731e-4,0.00548429655273333,0.004552509744876781,ITGAL/ALDH3B1/TNFRSF1B/ATP6V0A1/KCNAB2/STK10/FTL/ADA2/MMP9/MAN2B1/CD33/P2RX1/TCIRG1/ARHGAP9/NCKAP1L/CD68/SIGLEC9/CHI3L1/ITGAX/ABR/ITGB2/HK3/CTSS/CTSB/LAIR1,25
GO:0042119,neutrophil activation,25/331,432/12931,1.25808110103731e-4,0.00548429655273333,0.004552509744876781,ITGAL/ALDH3B1/TNFRSF1B/ATP6V0A1/KCNAB2/STK10/FTL/ADA2/MMP9/MAN2B1/CD33/P2RX1/TCIRG1/ARHGAP9/NCKAP1L/CD68/SIGLEC9/CHI3L1/ITGAX/ABR/ITGB2/HK3/CTSS/CTSB/LAIR1,25
GO:0050777,negative regulation of immune response,11/331,111/12931,1.2656068967846146e-4,0.00548429655273333,0.004552509744876781,NR1H3/HMOX1/LILRB1/LOXL3/ARRB2/VSIG4/TNFRSF14/ABR/NLRC3/COL3A1/SOCS5,11
GO:0010976,positive regulation of neuron projection development,17/331,237/12931,1.291246349920529e-4,0.005531816749091358,0.004591956218078628,PLXND1/HGF/PTN/CXCL12/CAPRIN2/LRP1/APOE/PLXNC1/PTPRD/SHOX2/ROR2/ZEB2/FES/PRKN/ROR1/TRPV2/TOX,17
GO:0032615,interleukin-12 production,7/331,45/12931,1.328172287566334e-4,0.005626078116994471,0.0046702024966702674,ACP5/LILRB1/IRF5/TLR4/ARRB2/IL16/AGER,7
GO:1903530,regulation of secretion by cell,26/331,461/12931,1.3964959739077044e-4,0.00584976646848005,0.004855886000500124,NR1H3/TNFRSF1B/P2RX7/TREM2/HMOX1/LILRB1/CD33/CXCL12/P2RX1/TCIRG1/LRP1/SERGEF/APOE/MICAL1/TLR4/ARRB1/ABR/ITGB2/P2RY1/GRK2/SEPTIN1/FES/CADM1/PRKN/FFAR4/DPP4,26
GO:0097529,myeloid leukocyte migration,13/331,152/12931,1.4340288320996067e-4,0.005940976590126943,0.004931599442258104,TREM2/LGMN/RARRES2/CXCL12/NCKAP1L/MPP1/IL34/ITGB2/ROR2/CSF1R/CSF1/DPP4/AGER,13
GO:0036230,granulocyte activation,25/331,438/12931,1.5600658418535377e-4,0.006392878504117214,0.005306722823604768,ITGAL/ALDH3B1/TNFRSF1B/ATP6V0A1/KCNAB2/STK10/FTL/ADA2/MMP9/MAN2B1/CD33/P2RX1/TCIRG1/ARHGAP9/NCKAP1L/CD68/SIGLEC9/CHI3L1/ITGAX/ABR/ITGB2/HK3/CTSS/CTSB/LAIR1,25
