ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0005775,vacuolar lumen,12/351,141/13443,3.2355532745136355e-4,0.009324276254734748,0.00808114262821109,FTL/ADA2/LGMN/MAN2B1/PLD3/LIPA/PDGFRB/CTSK/CTSS/CTSB/TPP1/TCN2,12
GO:0034364,high-density lipoprotein particle,4/351,14/13443,3.716342955178081e-4,0.009817339306595431,0.008508469397381396,PLTP/APOE/APOC1/APOC2,4
GO:0032994,protein-lipid complex,5/351,25/13443,4.073280202529513e-4,0.009932537109245044,0.00860830876809881,MSR1/PLTP/APOE/APOC1/APOC2,5
GO:0098644,complex of collagen trimers,4/351,17/13443,8.304577097312919e-4,0.018803935284629966,0.016296952048110318,COL5A3/COL16A1/COL1A1/COL3A1,4
GO:0036019,endolysosome,4/351,18/13443,0.0010459175858675532,0.02210372498133429,0.019156806309574132,LGMN/CTSK/CTSS/CTSB,4
GO:0042581,specific granule,10/351,127/13443,0.0018134885328605526,0.034451842187425495,0.02985864456555887,ITGAL/ALDH3B1/TNFRSF1B/KCNAB2/STK10/CD33/P2RX1/CHI3L1/ITGB2/LAIR1,10
GO:0034362,low-density lipoprotein particle,3/351,10/13443,0.0018475751330796007,0.034451842187425495,0.02985864456555887,MSR1/APOE/APOC2,3
GO:0031904,endosome lumen,4/351,22/13443,0.0023025687529620305,0.03891655589887567,0.033728112533974924,LGMN/CTSK/CTSS/CTSB,4
GO:0002116,semaphorin receptor complex,3/351,11/13443,0.0024915237206604266,0.03891655589887567,0.033728112533974924,PLXND1/NRP2/PLXNC1,3
GO:0061702,inflammasome complex,3/351,11/13443,0.0024915237206604266,0.03891655589887567,0.033728112533974924,NLRC4/NLRP3/NAIP,3
GO:0070820,tertiary granule,10/351,134/13443,0.0026948747811395236,0.03891655589887567,0.033728112533974924,ATP6V0A1/KCNAB2/MMP9/CD33/TCIRG1/NCKAP1L/ITGAX/ITGB2/CTSS/LAIR1,10
GO:0030667,secretory granule membrane,15/351,253/13443,0.0027008335324140843,0.03891655589887567,0.033728112533974924,ITGAL/ALDH3B1/TNFRSF1B/ATP6V0A1/KCNAB2/STK10/CD33/P2RX1/TCIRG1/NCKAP1L/CD68/SIGLEC9/ITGAX/ITGB2/LAIR1,15
GO:0043235,receptor complex,16/351,282/13443,0.0030639331646636243,0.04131373417103794,0.03580569357011755,PLXND1/ITGAL/NR1H3/TNFRSF1B/CAPRIN2/PDGFRB/NRP2/LRP1/PLXNC1/TLR4/ITGAX/ITGB2/PLXDC1/ROR2/CSF1R/ROR1,16
GO:0034361,very-low-density lipoprotein particle,3/351,12/13443,0.0032581809283152947,0.04131373417103794,0.03580569357011755,APOE/APOC1/APOC2,3
GO:0034385,triglyceride-rich plasma lipoprotein particle,3/351,12/13443,0.0032581809283152947,0.04131373417103794,0.03580569357011755,APOE/APOC1/APOC2,3
GO:0098552,side of membrane,21/351,422/13443,0.003639984034717257,0.0443798053463604,0.038462989192761296,MSR1/TNFRSF9/KCNAB2/P2RX7/FCGRT/LILRB1/CD33/CXCL12/P2RX1/KCNJ5/TLR4/CTSK/PTPN7/TNFRSF14/ITGB2/CTSB/ABCA1/PRND/CD248/CD163/FES,21
