NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
WP_CILIOPATHIES	WP_CILIOPATHIES	Details ...	175	-0.4415251	-1.5594908	0.057238396	1.0	0.9999	2723	tags=36%, list=16%, signal=42%	
BILANGES_SERUM_SENSITIVE_VIA_TSC1	BILANGES_SERUM_SENSITIVE_VIA_TSC1	Details ...	19	-0.53878236	-1.5580933	0.04714343	1.0	0.9999	2952	tags=47%, list=17%, signal=57%	
LOPEZ_EPITHELIOID_MESOTHELIOMA	LOPEZ_EPITHELIOID_MESOTHELIOMA	Details ...	17	-0.63538045	-1.5564145	0.053068314	1.0	0.9999	6164	tags=88%, list=36%, signal=137%	
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	Details ...	18	-0.60951144	-1.5472983	0.053557314	1.0	0.9999	4308	tags=61%, list=25%, signal=81%	
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	Details ...	38	-0.5642651	-1.5458999	0.07211633	1.0	0.9999	4673	tags=55%, list=27%, signal=76%	
STREICHER_LSM1_TARGETS_UP	STREICHER_LSM1_TARGETS_UP	Details ...	44	-0.438439	-1.5412093	0.041134484	1.0	0.9999	4120	tags=43%, list=24%, signal=57%	
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	Details ...	16	-0.57310015	-1.5403496	0.04888889	1.0	0.9999	4073	tags=63%, list=24%, signal=82%	
ZWANG_DOWN_BY_2ND_EGF_PULSE	ZWANG_DOWN_BY_2ND_EGF_PULSE	Details ...	229	-0.3734495	-1.5307264	0.030320587	1.0	1.0	3562	tags=34%, list=21%, signal=43%	
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	Details ...	73	-0.37706557	-1.529053	0.012715713	1.0	1.0	4310	tags=41%, list=25%, signal=54%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_2	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_2	Details ...	48	-0.44113198	-1.5193132	0.039806765	1.0	1.0	1784	tags=29%, list=10%, signal=32%	
WATANABE_COLON_CANCER_MSI_VS_MSS_DN	WATANABE_COLON_CANCER_MSI_VS_MSS_DN		59	-0.44023222	-1.5179346	0.025867024	1.0	1.0	5385	tags=54%, list=31%, signal=78%	
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES		83	-0.43778968	-1.5165999	0.03682664	1.0	1.0	4532	tags=41%, list=26%, signal=55%	
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN	CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN		360	-0.34082016	-1.5162569	0.022576362	1.0	1.0	4241	tags=39%, list=25%, signal=51%	
WP_HISTONE_MODIFICATIONS	WP_HISTONE_MODIFICATIONS		39	-0.4627978	-1.515017	0.055938546	1.0	1.0	5733	tags=62%, list=33%, signal=92%	
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS		28	-0.55303854	-1.5138015	0.087979935	1.0	1.0	4129	tags=57%, list=24%, signal=75%	
WP_JOUBERT_SYNDROME	WP_JOUBERT_SYNDROME		74	-0.38649097	-1.5065985	0.040472504	1.0	1.0	2932	tags=35%, list=17%, signal=42%	
MAYBURD_RESPONSE_TO_L663536_UP	MAYBURD_RESPONSE_TO_L663536_UP		25	-0.43758908	-1.4988188	0.0354845	1.0	1.0	3945	tags=48%, list=23%, signal=62%	
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX		31	-0.46575296	-1.4947538	0.05271288	1.0	1.0	4182	tags=48%, list=24%, signal=64%	
PID_ERBB_NETWORK_PATHWAY	PID_ERBB_NETWORK_PATHWAY		15	-0.5949808	-1.4915137	0.056104984	1.0	1.0	4073	tags=67%, list=24%, signal=87%	
FLORIO_HUMAN_NEOCORTEX	FLORIO_HUMAN_NEOCORTEX		28	-0.54939306	-1.48865	0.09842136	1.0	1.0	1178	tags=39%, list=7%, signal=42%	
LAIHO_COLORECTAL_CANCER_SERRATED_DN	LAIHO_COLORECTAL_CANCER_SERRATED_DN		83	-0.4328595	-1.4880029	0.06747854	1.0	1.0	5237	tags=52%, list=30%, signal=74%	
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION		62	-0.4220417	-1.4753411	0.0643867	1.0	1.0	5471	tags=47%, list=32%, signal=68%	
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS		65	-0.45439687	-1.4743838	0.07362885	1.0	1.0	5343	tags=55%, list=31%, signal=80%	
REACTOME_RND3_GTPASE_CYCLE	REACTOME_RND3_GTPASE_CYCLE		41	-0.4475997	-1.4726946	0.06263331	1.0	1.0	3583	tags=44%, list=21%, signal=55%	
VALK_AML_CLUSTER_7	VALK_AML_CLUSTER_7		25	-0.5019051	-1.4717788	0.05343368	1.0	1.0	4788	tags=52%, list=28%, signal=72%	
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES		18	-0.51540184	-1.4708139	0.06069309	1.0	1.0	4755	tags=50%, list=27%, signal=69%	
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE		52	-0.49932757	-1.4656653	0.090858	1.0	1.0	5650	tags=58%, list=33%, signal=85%	
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME	WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME		26	-0.4963922	-1.4499266	0.105847955	1.0	1.0	1624	tags=23%, list=9%, signal=25%	
REACTOME_NEUREXINS_AND_NEUROLIGINS	REACTOME_NEUREXINS_AND_NEUROLIGINS		53	-0.44162554	-1.4443527	0.08021807	1.0	1.0	6543	tags=60%, list=38%, signal=97%	
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN		309	-0.36519828	-1.4360547	0.06588498	1.0	1.0	5320	tags=48%, list=31%, signal=68%	
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN	SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN		51	-0.49099883	-1.4357884	0.12268332	1.0	1.0	2953	tags=39%, list=17%, signal=47%	
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE		23	-0.5140091	-1.4325407	0.102125145	1.0	1.0	4308	tags=52%, list=25%, signal=69%	
WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN	WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN		30	-0.46338308	-1.4323224	0.060553964	1.0	1.0	3111	tags=33%, list=18%, signal=41%	
REACTOME_CGMP_EFFECTS	REACTOME_CGMP_EFFECTS		15	-0.584589	-1.4322511	0.10242014	1.0	1.0	1144	tags=33%, list=7%, signal=36%	
REACTOME_TIGHT_JUNCTION_INTERACTIONS	REACTOME_TIGHT_JUNCTION_INTERACTIONS		28	-0.4912338	-1.4304707	0.09901753	1.0	1.0	5248	tags=50%, list=30%, signal=72%	
NIKOLSKY_BREAST_CANCER_7Q21_Q22_AMPLICON	NIKOLSKY_BREAST_CANCER_7Q21_Q22_AMPLICON		74	-0.38999858	-1.4206691	0.09633836	1.0	1.0	4915	tags=53%, list=28%, signal=73%	
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING	REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING		22	-0.43972978	-1.4137638	0.07108915	1.0	1.0	4073	tags=50%, list=24%, signal=65%	
DING_LUNG_CANCER_BY_MUTATION_RATE	DING_LUNG_CANCER_BY_MUTATION_RATE		20	-0.48118347	-1.4130805	0.08281806	1.0	1.0	3899	tags=45%, list=23%, signal=58%	
REACTOME_PHASE_0_RAPID_DEPOLARISATION	REACTOME_PHASE_0_RAPID_DEPOLARISATION		29	-0.45428342	-1.4057957	0.074315265	1.0	1.0	3168	tags=38%, list=18%, signal=46%	
SU_PLACENTA	SU_PLACENTA		26	-0.4570917	-1.4040511	0.06247756	1.0	1.0	4882	tags=54%, list=28%, signal=75%	
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER	REACTOME_SIGNALING_BY_ERBB2_IN_CANCER		26	-0.42823294	-1.4036559	0.08890158	1.0	1.0	4369	tags=46%, list=25%, signal=62%	
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS		29	-0.45928806	-1.3943924	0.10195853	1.0	1.0	3168	tags=34%, list=18%, signal=42%	
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE		24	-0.4234842	-1.388425	0.07685045	1.0	1.0	4299	tags=42%, list=25%, signal=55%	
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION	REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION		26	-0.400126	-1.3798279	0.06246472	1.0	1.0	3913	tags=35%, list=23%, signal=45%	
REACTOME_KERATINIZATION	REACTOME_KERATINIZATION		64	-0.46044543	-1.3773422	0.13165426	1.0	1.0	4977	tags=50%, list=29%, signal=70%	
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	MIKKELSEN_MEF_HCP_WITH_H3K27ME3		464	-0.32977277	-1.3770212	0.03922993	1.0	1.0	5185	tags=42%, list=30%, signal=58%	
RICKMAN_HEAD_AND_NECK_CANCER_E	RICKMAN_HEAD_AND_NECK_CANCER_E		65	-0.40832824	-1.3754227	0.080353916	1.0	1.0	4546	tags=42%, list=26%, signal=56%	
ZWANG_EGF_INTERVAL_UP	ZWANG_EGF_INTERVAL_UP		79	-0.35517833	-1.3739303	0.061216656	1.0	1.0	4931	tags=43%, list=29%, signal=60%	
BENPORATH_ES_2	BENPORATH_ES_2		37	-0.44192785	-1.3727828	0.13412267	1.0	1.0	4635	tags=43%, list=27%, signal=59%	
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP	FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP		336	-0.3756416	-1.3721209	0.13462658	1.0	1.0	5180	tags=51%, list=30%, signal=71%	
MCCABE_HOXC6_TARGETS_CANCER_UP	MCCABE_HOXC6_TARGETS_CANCER_UP		27	-0.41111928	-1.3715122	0.07186215	1.0	1.0	3348	tags=33%, list=19%, signal=41%	
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE		95	-0.39818633	-1.3703685	0.13348855	1.0	1.0	2458	tags=33%, list=14%, signal=38%	
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN	CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN		49	-0.38688937	-1.3666267	0.080120936	1.0	1.0	6764	tags=63%, list=39%, signal=104%	
PIONTEK_PKD1_TARGETS_UP	PIONTEK_PKD1_TARGETS_UP		32	-0.42908064	-1.3632429	0.09911243	1.0	1.0	3243	tags=44%, list=19%, signal=54%	
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_UP	BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_UP		26	-0.38097918	-1.3632131	0.06875822	1.0	1.0	3112	tags=35%, list=18%, signal=42%	
REACTOME_HDMS_DEMETHYLATE_HISTONES	REACTOME_HDMS_DEMETHYLATE_HISTONES		23	-0.45433944	-1.3630927	0.15365288	1.0	1.0	4259	tags=39%, list=25%, signal=52%	
RICKMAN_HEAD_AND_NECK_CANCER_A	RICKMAN_HEAD_AND_NECK_CANCER_A		96	-0.3899391	-1.3624566	0.11457361	1.0	1.0	4753	tags=45%, list=27%, signal=61%	
ANDERSEN_CHOLANGIOCARCINOMA_CLASS1	ANDERSEN_CHOLANGIOCARCINOMA_CLASS1		56	-0.3792602	-1.3501878	0.10016602	1.0	1.0	5827	tags=52%, list=34%, signal=78%	
REACTOME_O_LINKED_GLYCOSYLATION	REACTOME_O_LINKED_GLYCOSYLATION		108	-0.34726092	-1.3479133	0.10024087	1.0	1.0	6219	tags=52%, list=36%, signal=80%	
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES		17	-0.50624716	-1.3449988	0.13919908	1.0	1.0	5789	tags=71%, list=33%, signal=106%	
REACTOME_RND1_GTPASE_CYCLE	REACTOME_RND1_GTPASE_CYCLE		42	-0.37331578	-1.343884	0.100227356	1.0	1.0	4115	tags=40%, list=24%, signal=53%	
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION	WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION		37	-0.41114306	-1.3430132	0.13159387	1.0	1.0	3245	tags=41%, list=19%, signal=50%	
HOLLERN_PAPILLARY_BREAST_TUMOR	HOLLERN_PAPILLARY_BREAST_TUMOR		17	-0.53361034	-1.3406727	0.1583589	1.0	1.0	7064	tags=82%, list=41%, signal=139%	
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS		40	-0.43491593	-1.3383473	0.13392353	1.0	1.0	3883	tags=55%, list=22%, signal=71%	
SABATES_COLORECTAL_ADENOMA_SIZE_UP	SABATES_COLORECTAL_ADENOMA_SIZE_UP		19	-0.423178	-1.3381119	0.105805956	1.0	1.0	2930	tags=47%, list=17%, signal=57%	
PID_CIRCADIAN_PATHWAY	PID_CIRCADIAN_PATHWAY		15	-0.50389606	-1.33497	0.14021781	1.0	1.0	3344	tags=33%, list=19%, signal=41%	
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE		57	-0.45627236	-1.3348814	0.16360153	1.0	1.0	4977	tags=51%, list=29%, signal=71%	
FINETTI_BREAST_CANCERS_KINOME_BLUE	FINETTI_BREAST_CANCERS_KINOME_BLUE		21	-0.5613102	-1.3328815	0.20879334	1.0	1.0	6328	tags=81%, list=37%, signal=127%	
HATADA_METHYLATED_IN_LUNG_CANCER_DN	HATADA_METHYLATED_IN_LUNG_CANCER_DN		26	-0.43301287	-1.3307757	0.114847	1.0	1.0	3986	tags=42%, list=23%, signal=55%	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM		71	-0.36586624	-1.330438	0.12133657	1.0	1.0	1483	tags=20%, list=9%, signal=21%	
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN		145	-0.32186142	-1.3256066	0.12220276	1.0	1.0	4267	tags=41%, list=25%, signal=54%	
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM		16	-0.44648153	-1.3239188	0.12203128	1.0	1.0	1962	tags=31%, list=11%, signal=35%	
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	HINATA_NFKB_TARGETS_KERATINOCYTE_DN		23	-0.4888103	-1.3220818	0.1747851	1.0	1.0	1939	tags=35%, list=11%, signal=39%	
THUM_SYSTOLIC_HEART_FAILURE_DN	THUM_SYSTOLIC_HEART_FAILURE_DN		208	-0.31105596	-1.3205802	0.11111111	1.0	1.0	4723	tags=36%, list=27%, signal=49%	
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN		188	-0.40668678	-1.3176334	0.1955818	1.0	1.0	4856	tags=48%, list=28%, signal=66%	
REACTOME_SENSORY_PROCESSING_OF_SOUND	REACTOME_SENSORY_PROCESSING_OF_SOUND		67	-0.35188565	-1.3156794	0.12633625	1.0	1.0	3954	tags=39%, list=23%, signal=50%	
RIZ_ERYTHROID_DIFFERENTIATION_6HR	RIZ_ERYTHROID_DIFFERENTIATION_6HR		30	-0.4050866	-1.3156605	0.1195735	1.0	1.0	3317	tags=33%, list=19%, signal=41%	
WP_GDNFRET_SIGNALLING_AXIS	WP_GDNFRET_SIGNALLING_AXIS		22	-0.436655	-1.3149606	0.119571455	1.0	1.0	6756	tags=64%, list=39%, signal=104%	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2		409	-0.32562694	-1.3145151	0.1555897	1.0	1.0	3774	tags=33%, list=22%, signal=41%	
REACTOME_ERBB2_REGULATES_CELL_MOTILITY	REACTOME_ERBB2_REGULATES_CELL_MOTILITY		15	-0.44592547	-1.3102984	0.13517061	1.0	1.0	4073	tags=60%, list=24%, signal=78%	
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS		32	-0.40747896	-1.3102313	0.14793468	1.0	1.0	6272	tags=56%, list=36%, signal=88%	
LEE_LIVER_CANCER_CIPROFIBRATE_DN	LEE_LIVER_CANCER_CIPROFIBRATE_DN		54	-0.3636032	-1.3076735	0.11602412	1.0	1.0	4812	tags=48%, list=28%, signal=66%	
MIKKELSEN_MEF_LCP_WITH_H3K27ME3	MIKKELSEN_MEF_LCP_WITH_H3K27ME3		51	-0.41962922	-1.3022783	0.17816311	1.0	1.0	5460	tags=55%, list=32%, signal=80%	
VERHAAK_GLIOBLASTOMA_PRONEURAL	VERHAAK_GLIOBLASTOMA_PRONEURAL		168	-0.30735344	-1.2925812	0.09673298	1.0	1.0	5625	tags=45%, list=33%, signal=66%	
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS		29	-0.36299023	-1.2906433	0.104803495	1.0	1.0	2073	tags=24%, list=12%, signal=27%	
REACTOME_XENOBIOTICS	REACTOME_XENOBIOTICS		21	-0.46845728	-1.2877766	0.19056569	1.0	1.0	5976	tags=67%, list=35%, signal=102%	
BHAT_ESR1_TARGETS_VIA_AKT1_DN	BHAT_ESR1_TARGETS_VIA_AKT1_DN		81	-0.33150053	-1.2867552	0.13631994	1.0	1.0	5514	tags=51%, list=32%, signal=74%	
HOLLERN_EMT_BREAST_TUMOR_DN	HOLLERN_EMT_BREAST_TUMOR_DN		121	-0.46537116	-1.2837976	0.2550821	1.0	1.0	4741	tags=50%, list=27%, signal=69%	
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP	TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP		61	-0.34768963	-1.2828761	0.14895181	1.0	1.0	2670	tags=28%, list=15%, signal=33%	
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN		21	-0.44963148	-1.2823232	0.17640342	1.0	1.0	992	tags=19%, list=6%, signal=20%	
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP	CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP		82	-0.31462044	-1.2726908	0.13376383	1.0	1.0	3901	tags=33%, list=23%, signal=42%	
GAL_LEUKEMIC_STEM_CELL_UP	GAL_LEUKEMIC_STEM_CELL_UP		118	-0.29850414	-1.2713131	0.12009758	1.0	1.0	6288	tags=54%, list=36%, signal=85%	
REACTOME_RND2_GTPASE_CYCLE	REACTOME_RND2_GTPASE_CYCLE		43	-0.36744726	-1.269794	0.16555914	1.0	1.0	3331	tags=37%, list=19%, signal=46%	
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN		41	-0.3210848	-1.2670705	0.12824456	1.0	1.0	3766	tags=37%, list=22%, signal=47%	
LEIN_CEREBELLUM_MARKERS	LEIN_CEREBELLUM_MARKERS		81	-0.34688446	-1.2615323	0.15736434	1.0	1.0	5592	tags=51%, list=32%, signal=74%	
BIOCARTA_PDZS_PATHWAY	BIOCARTA_PDZS_PATHWAY		17	-0.4297116	-1.25863	0.190523	1.0	1.0	2053	tags=24%, list=12%, signal=27%	
WP_PREGNANE_X_RECEPTOR_PATHWAY	WP_PREGNANE_X_RECEPTOR_PATHWAY		27	-0.38681608	-1.2574654	0.16853313	1.0	1.0	5703	tags=37%, list=33%, signal=55%	
WP_NEURAL_CREST_DIFFERENTIATION	WP_NEURAL_CREST_DIFFERENTIATION		88	-0.3559048	-1.2573022	0.1684731	1.0	1.0	6299	tags=56%, list=36%, signal=87%	
ODONNELL_METASTASIS_UP	ODONNELL_METASTASIS_UP		67	-0.4054136	-1.2530255	0.22028871	1.0	1.0	3753	tags=40%, list=22%, signal=51%	
BILD_SRC_ONCOGENIC_SIGNATURE	BILD_SRC_ONCOGENIC_SIGNATURE		56	-0.30473676	-1.2522027	0.13429211	1.0	1.0	4208	tags=38%, list=24%, signal=49%	
WP_MESODERMAL_COMMITMENT_PATHWAY	WP_MESODERMAL_COMMITMENT_PATHWAY		136	-0.29491165	-1.2520714	0.13335837	1.0	1.0	5379	tags=42%, list=31%, signal=60%	
POOLA_INVASIVE_BREAST_CANCER_DN	POOLA_INVASIVE_BREAST_CANCER_DN		128	-0.4052977	-1.2517806	0.22483537	1.0	1.0	5060	tags=48%, list=29%, signal=67%	
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT		223	-0.27410236	-1.2509477	0.07914987	1.0	1.0	4382	tags=35%, list=25%, signal=46%	
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION		16	-0.44383043	-1.2480052	0.20956373	1.0	1.0	4833	tags=56%, list=28%, signal=78%	
HOOI_ST7_TARGETS_DN	HOOI_ST7_TARGETS_DN		112	-0.28293887	-1.2453798	0.115638964	1.0	1.0	2166	tags=23%, list=13%, signal=26%	
CUI_TCF21_TARGETS_DN	CUI_TCF21_TARGETS_DN		29	-0.3582459	-1.2443215	0.14838833	1.0	1.0	1091	tags=21%, list=6%, signal=22%	
FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP	FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP		71	-0.3391162	-1.2370275	0.18310398	1.0	1.0	3204	tags=28%, list=19%, signal=34%	
WP_TAMOXIFEN_METABOLISM	WP_TAMOXIFEN_METABOLISM		17	-0.4846272	-1.2361225	0.21550472	1.0	1.0	5976	tags=59%, list=35%, signal=90%	
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE		44	-0.34972593	-1.2345784	0.18395156	1.0	1.0	4833	tags=43%, list=28%, signal=60%	
LUI_THYROID_CANCER_CLUSTER_2	LUI_THYROID_CANCER_CLUSTER_2		43	-0.34806353	-1.2344294	0.19084547	1.0	1.0	2883	tags=28%, list=17%, signal=33%	
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP	CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP		66	-0.33118388	-1.2333233	0.17329814	1.0	1.0	4603	tags=38%, list=27%, signal=51%	
MIKKELSEN_ES_HCP_WITH_H3_UNMETHYLATED	MIKKELSEN_ES_HCP_WITH_H3_UNMETHYLATED		45	-0.38595563	-1.232868	0.21108332	1.0	1.0	6186	tags=49%, list=36%, signal=76%	
REACTOME_INTRAFLAGELLAR_TRANSPORT	REACTOME_INTRAFLAGELLAR_TRANSPORT		49	-0.34966412	-1.2320803	0.2044316	1.0	1.0	1772	tags=22%, list=10%, signal=25%	
REACTOME_CILIUM_ASSEMBLY	REACTOME_CILIUM_ASSEMBLY		191	-0.31116503	-1.2320186	0.21256223	1.0	1.0	2678	tags=27%, list=15%, signal=31%	
