NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
FERRANDO_HOX11_NEIGHBORS	FERRANDO_HOX11_NEIGHBORS		20	0.6135114	1.692158	0.01729527	0.65106016	0.9901	1866	tags=45%, list=11%, signal=50%	
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS		46	0.5509949	1.691812	0.03591331	0.64308184	0.9903	5072	tags=67%, list=29%, signal=95%	
ZHAN_V1_LATE_DIFFERENTIATION_GENES_UP	ZHAN_V1_LATE_DIFFERENTIATION_GENES_UP		32	0.6345273	1.6897541	0.031035872	0.6451966	0.991	4419	tags=59%, list=26%, signal=80%	
MURAKAMI_UV_RESPONSE_6HR_UP	MURAKAMI_UV_RESPONSE_6HR_UP		32	0.5100724	1.6890516	0.008340283	0.63964725	0.9911	2671	tags=38%, list=15%, signal=44%	
BIOCARTA_ARF_PATHWAY	BIOCARTA_ARF_PATHWAY		17	0.60352784	1.6879826	0.013709677	0.6363168	0.9916	2098	tags=35%, list=12%, signal=40%	
MORI_PRE_BI_LYMPHOCYTE_DN	MORI_PRE_BI_LYMPHOCYTE_DN		76	0.5112686	1.6864862	0.041520346	0.635424	0.9921	2180	tags=38%, list=13%, signal=43%	
BIOCARTA_NDKDYNAMIN_PATHWAY	BIOCARTA_NDKDYNAMIN_PATHWAY		17	0.6252255	1.6864312	0.023373984	0.6264651	0.9921	1070	tags=41%, list=6%, signal=44%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		21	0.56901854	1.6857584	0.010515464	0.62124324	0.9922	1601	tags=43%, list=9%, signal=47%	
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_DN	CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_DN		24	0.5221672	1.6829296	0.005704627	0.6281484	0.9929	761	tags=25%, list=4%, signal=26%	
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA	REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA		15	0.57414854	1.6818607	0.018331617	0.6255935	0.9931	1677	tags=40%, list=10%, signal=44%	
BIOCARTA_ECM_PATHWAY	BIOCARTA_ECM_PATHWAY		18	0.62112653	1.6815394	0.018815052	0.61882293	0.9931	1650	tags=44%, list=10%, signal=49%	
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY		176	0.46658576	1.6814457	0.034029227	0.6109723	0.9931	4773	tags=53%, list=28%, signal=73%	
LU_IL4_SIGNALING	LU_IL4_SIGNALING		90	0.47163168	1.6804076	0.026663868	0.60833377	0.9932	3238	tags=37%, list=19%, signal=45%	
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN	WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN		23	0.6278957	1.6793058	0.04105392	0.60619116	0.9933	2566	tags=52%, list=15%, signal=61%	
HOFMANN_CELL_LYMPHOMA_UP	HOFMANN_CELL_LYMPHOMA_UP		43	0.49688578	1.678569	0.01065608	0.6023724	0.9933	3490	tags=44%, list=20%, signal=55%	
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	LINDGREN_BLADDER_CANCER_CLUSTER_1_DN		366	0.39636096	1.6752305	0.008756941	0.6128622	0.9943	3186	tags=35%, list=18%, signal=42%	
SUNG_METASTASIS_STROMA_DN	SUNG_METASTASIS_STROMA_DN		51	0.52908427	1.6741178	0.020289855	0.61105436	0.9944	3218	tags=41%, list=19%, signal=50%	
WP_CYTOSOLIC_DNASENSING_PATHWAY	WP_CYTOSOLIC_DNASENSING_PATHWAY		58	0.5347671	1.6737293	0.02324616	0.60557187	0.9944	3594	tags=48%, list=21%, signal=61%	
REACTOME_ERK_MAPK_TARGETS	REACTOME_ERK_MAPK_TARGETS		22	0.5477942	1.673353	0.021949772	0.60000837	0.9944	4685	tags=50%, list=27%, signal=68%	
HAHTOLA_SEZARY_SYNDROM_UP	HAHTOLA_SEZARY_SYNDROM_UP		94	0.47830874	1.6733286	0.01725226	0.5927969	0.9944	4653	tags=52%, list=27%, signal=71%	
WP_AGERAGE_PATHWAY	WP_AGERAGE_PATHWAY		65	0.44884652	1.6717136	0.011713933	0.59408844	0.9947	2427	tags=34%, list=14%, signal=39%	
GOLDRATH_ANTIGEN_RESPONSE	GOLDRATH_ANTIGEN_RESPONSE		342	0.47773367	1.6707884	0.02821833	0.59182614	0.9948	5372	tags=60%, list=31%, signal=86%	
LEE_EARLY_T_LYMPHOCYTE_DN	LEE_EARLY_T_LYMPHOCYTE_DN		56	0.6224897	1.6703789	0.060302533	0.58686894	0.9948	3900	tags=63%, list=23%, signal=80%	
WP_CHEMOKINE_SIGNALING_PATHWAY	WP_CHEMOKINE_SIGNALING_PATHWAY		157	0.46080768	1.6692576	0.036382537	0.5857625	0.9951	4773	tags=52%, list=28%, signal=71%	
BIOCARTA_CCR5_PATHWAY	BIOCARTA_CCR5_PATHWAY		17	0.5997799	1.6670499	0.02629994	0.5899789	0.9956	1458	tags=47%, list=8%, signal=51%	
ONO_AML1_TARGETS_UP	ONO_AML1_TARGETS_UP		24	0.6530216	1.6662891	0.045369014	0.58726454	0.9956	4494	tags=71%, list=26%, signal=96%	
MARSON_FOXP3_TARGETS_UP	MARSON_FOXP3_TARGETS_UP		66	0.49015254	1.6658611	0.028018545	0.5829359	0.9957	4492	tags=44%, list=26%, signal=59%	
PID_REG_GR_PATHWAY	PID_REG_GR_PATHWAY		73	0.40290686	1.6656194	0.0043528066	0.57767177	0.9957	2463	tags=30%, list=14%, signal=35%	
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS		29	0.59186995	1.664583	0.02083759	0.57633126	0.9958	3783	tags=55%, list=22%, signal=70%	
TARTE_PLASMA_CELL_VS_PLASMABLAST_DN	TARTE_PLASMA_CELL_VS_PLASMABLAST_DN		300	0.53533167	1.6633661	0.03693823	0.57630193	0.9961	5072	tags=62%, list=29%, signal=86%	
PID_IL2_PI3K_PATHWAY	PID_IL2_PI3K_PATHWAY		33	0.5388589	1.6633618	0.02744605	0.5701249	0.9961	1360	tags=33%, list=8%, signal=36%	
BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP	BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP		51	0.5650765	1.6630692	0.02242437	0.5654063	0.9961	2653	tags=43%, list=15%, signal=51%	
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES		53	0.6222589	1.6630067	0.05059402	0.5597334	0.9961	4843	tags=75%, list=28%, signal=104%	
WP_ID_SIGNALING_PATHWAY	WP_ID_SIGNALING_PATHWAY		15	0.6014241	1.6628416	0.018129379	0.5546961	0.9961	4456	tags=60%, list=26%, signal=81%	
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	LI_CYTIDINE_ANALOGS_CYCTOTOXICITY		15	0.5874091	1.6620218	0.02219556	0.5528293	0.9962	1743	tags=33%, list=10%, signal=37%	
YU_MYC_TARGETS_DN	YU_MYC_TARGETS_DN		56	0.5725717	1.6619612	0.052697096	0.5474687	0.9962	2343	tags=52%, list=14%, signal=60%	
PID_CD8_TCR_DOWNSTREAM_PATHWAY	PID_CD8_TCR_DOWNSTREAM_PATHWAY		51	0.5965251	1.6615412	0.052956935	0.5438613	0.9962	2405	tags=53%, list=14%, signal=61%	
BIOCARTA_FMLP_PATHWAY	BIOCARTA_FMLP_PATHWAY		34	0.49846876	1.6604726	0.016542263	0.5435117	0.9964	3850	tags=44%, list=22%, signal=57%	
BIOCARTA_STATHMIN_PATHWAY	BIOCARTA_STATHMIN_PATHWAY		19	0.6968191	1.6572645	0.01045369	0.55326015	0.9965	3829	tags=79%, list=22%, signal=101%	
MORI_PRE_BI_LYMPHOCYTE_UP	MORI_PRE_BI_LYMPHOCYTE_UP		75	0.59067965	1.6569431	0.036787245	0.54930687	0.9965	3829	tags=57%, list=22%, signal=73%	
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP		77	0.57220274	1.6554202	0.034843206	0.55088186	0.9967	4824	tags=61%, list=28%, signal=84%	
PID_S1P_META_PATHWAY	PID_S1P_META_PATHWAY		21	0.55862606	1.6551087	0.025881862	0.5469749	0.9968	516	tags=29%, list=3%, signal=29%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12		76	0.47035426	1.6522756	0.013652594	0.5552794	0.9971	3828	tags=42%, list=22%, signal=54%	
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA		66	0.47840887	1.6514746	0.026061974	0.5536612	0.9971	5024	tags=55%, list=29%, signal=77%	
WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP	WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP		22	0.6100069	1.6498916	0.020869192	0.5558558	0.9972	3829	tags=59%, list=22%, signal=76%	
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN	ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN		20	0.6341818	1.6494634	0.015683038	0.5526485	0.9972	3654	tags=60%, list=21%, signal=76%	
PID_ECADHERIN_NASCENT_AJ_PATHWAY	PID_ECADHERIN_NASCENT_AJ_PATHWAY		39	0.54810023	1.6494223	0.03318404	0.54776216	0.9972	5247	tags=69%, list=30%, signal=99%	
LENAOUR_DENDRITIC_CELL_MATURATION_UP	LENAOUR_DENDRITIC_CELL_MATURATION_UP		112	0.49249187	1.6492031	0.048116297	0.54375404	0.9972	2880	tags=41%, list=17%, signal=49%	
ZHAN_MULTIPLE_MYELOMA_LB_DN	ZHAN_MULTIPLE_MYELOMA_LB_DN		36	0.6329074	1.6476415	0.051375404	0.5460715	0.9977	4699	tags=69%, list=27%, signal=95%	
PID_EPHRINB_REV_PATHWAY	PID_EPHRINB_REV_PATHWAY		30	0.53104967	1.6473788	0.020603538	0.54243946	0.9977	3091	tags=50%, list=18%, signal=61%	
BIOCARTA_AKT_PATHWAY	BIOCARTA_AKT_PATHWAY		21	0.56645507	1.647222	0.018269634	0.53832567	0.9978	4944	tags=62%, list=29%, signal=87%	
BOQUEST_STEM_CELL_DN	BOQUEST_STEM_CELL_DN		212	0.4809128	1.6471742	0.06354515	0.5338226	0.9979	3508	tags=42%, list=20%, signal=52%	
GENTILE_UV_RESPONSE_CLUSTER_D9	GENTILE_UV_RESPONSE_CLUSTER_D9		25	0.50655353	1.6459367	0.009839358	0.5346601	0.998	5399	tags=48%, list=31%, signal=70%	
REACTOME_SARS_COV_INFECTIONS	REACTOME_SARS_COV_INFECTIONS		145	0.41429695	1.6443859	0.0105906315	0.536875	0.9981	3476	tags=38%, list=20%, signal=47%	
ZHAN_MULTIPLE_MYELOMA_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD2_UP		44	0.500352	1.6429327	0.03350084	0.5388927	0.9986	4543	tags=52%, list=26%, signal=71%	
SMIRNOV_RESPONSE_TO_IR_6HR_DN	SMIRNOV_RESPONSE_TO_IR_6HR_DN		111	0.45577827	1.642702	0.033891033	0.5353389	0.9986	3173	tags=43%, list=18%, signal=53%	
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS		128	0.54625607	1.6424594	0.042077176	0.53189903	0.9987	3212	tags=45%, list=19%, signal=55%	
RASHI_RESPONSE_TO_IONIZING_RADIATION_4	RASHI_RESPONSE_TO_IONIZING_RADIATION_4		47	0.44904047	1.6412108	0.021028038	0.53296655	0.9987	5055	tags=60%, list=29%, signal=84%	
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2	WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2		36	0.4943749	1.6411966	0.013723511	0.5286314	0.9987	3827	tags=47%, list=22%, signal=61%	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY		53	0.47965258	1.6403959	0.026577398	0.5277461	0.9987	4884	tags=57%, list=28%, signal=79%	
MORI_MATURE_B_LYMPHOCYTE_UP	MORI_MATURE_B_LYMPHOCYTE_UP		87	0.51422566	1.6401159	0.058666665	0.5245833	0.9987	2761	tags=41%, list=16%, signal=49%	
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN		50	0.50543916	1.6400584	0.026663953	0.52064097	0.9987	2719	tags=34%, list=16%, signal=40%	
SASAKI_ADULT_T_CELL_LEUKEMIA	SASAKI_ADULT_T_CELL_LEUKEMIA		162	0.45324105	1.6381282	0.01722349	0.52481806	0.9988	3752	tags=46%, list=22%, signal=59%	
WIELAND_UP_BY_HBV_INFECTION	WIELAND_UP_BY_HBV_INFECTION		96	0.65257794	1.6380221	0.066434994	0.52106535	0.9988	4647	tags=79%, list=27%, signal=108%	
PARK_HSC_AND_MULTIPOTENT_PROGENITORS	PARK_HSC_AND_MULTIPOTENT_PROGENITORS		43	0.5349802	1.6374449	0.027737528	0.5195258	0.9988	3484	tags=42%, list=20%, signal=52%	
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	OUYANG_PROSTATE_CANCER_PROGRESSION_DN		20	0.5155502	1.6365261	0.021175986	0.5192844	0.9988	2392	tags=35%, list=14%, signal=41%	
