ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0030546,signaling receptor activator activity,14/335,199/13268,5.336379076566599e-4,0.01523536226359764,0.012947740812090538,HGF/SEMA5B/ADA2/PTN/CXCL12/GDF11/GPNMB/CMTM3/IL34/IL16/GAS6/CSF1/FLRT2/DPP4,14
GO:0005539,glycosaminoglycan binding,12/335,157/13268,6.347997965745741e-4,0.017260508754480087,0.014668807329367352,COL5A3/ADA2/TREM2/PTN/PCOLCE/NRP2/APOE/GPNMB/FBLN7/RSPO3/ABI3BP/NLRP3,12
GO:0008201,heparin binding,10/335,116/13268,7.03210311709146e-4,0.018251503999360107,0.01551100256927829,COL5A3/ADA2/PTN/PCOLCE/NRP2/APOE/GPNMB/FBLN7/RSPO3/ABI3BP,10
GO:0001540,amyloid-beta binding,7/335,62/13268,9.17393490773554e-4,0.022775290575291277,0.019355533146297867,MSR1/TREM2/LRP1/APOE/TLR4/ITGB2/AGER,7
GO:0030545,receptor regulator activity,14/335,213/13268,0.001040142595344272,0.02474672591423247,0.021030953353232865,HGF/SEMA5B/ADA2/PTN/CXCL12/GDF11/GPNMB/CMTM3/IL34/IL16/GAS6/CSF1/FLRT2/DPP4,14
GO:0004181,metallocarboxypeptidase activity,4/335,19/13268,0.0011458029362239664,0.025377544295537072,0.021567053037593494,VASH1/CPXM1/CPZ/CPM,4
GO:0008047,enzyme activator activity,23/335,452/13268,0.001155544924140042,0.025377544295537072,0.021567053037593494,ARHGEF1/FBLN1/ARHGAP28/NLRC4/RIN3/RASA4/PCOLCE/FAM20A/NCF2/ARHGAP9/NCKAP1L/APOE/APOC1/ARRB1/ARHGAP20/GIT2/ABR/ALDH1A1/RASA4B/GAS6/ADAP2/ARAP1/APOC2,23
GO:0008235,metalloexopeptidase activity,6/335,48/13268,0.0012433518932276919,0.02586095183270184,0.021977875923818876,VASH1/CPXM1/CPQ/CPZ/CPM/DPEP2,6
GO:0120013,lipid transfer activity,5/335,33/13268,0.001321426645078792,0.02586095183270184,0.021977875923818876,GRAMD1B/PLTP/APOE/ABCA1/STARD5,5
GO:0043178,alcohol binding,7/335,66/13268,0.0013331910633450847,0.02586095183270184,0.021977875923818876,GRAMD1B/NR1H3/OSBPL3/PLCL2/ABCA1/STARD5/ADAP2,7
GO:1901681,sulfur compound binding,13/335,195/13268,0.001369541863009811,0.02586095183270184,0.021977875923818876,COL5A3/ADA2/PTN/PCOLCE/NRP2/LRP1/APOE/GPNMB/FBLN7/RSPO3/ABI3BP/ACOT11/CHST15,13
GO:0001530,lipopolysaccharide binding,4/335,20/13268,0.001404009644157193,0.02586095183270184,0.021977875923818876,P2RX7/TREM2/TLR4/SPON2,4
GO:0033218,amide binding,16/335,272/13268,0.0015183398389825504,0.027092876501844883,0.023024824531939332,MSR1/TREM2/PLTP/LRP1/OPRL1/APOE/NFATC1/TLR4/FKBP10/NPR2/ITGB2/ACOT11/TPP1/CLN8/CD300LF/AGER,16
GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",3/335,10/13268,0.0016776612926824328,0.029028624185505128,0.024669915659540718,GALM/FUOM/DSEL,3
GO:0004175,endopeptidase activity,16/335,280/13268,0.00204093226938824,0.034275656641784856,0.029129095238017915,HGF/MMP2/CAPN3/LGMN/MMP9/MMP19/ADAMTS14/CTSK/ADAM12/ADAM33/CTSS/CTSB/HTRA1/C2/TPP1/DPP4,16
GO:0008236,serine-type peptidase activity,8/335,94/13268,0.002568816282799251,0.041908402785096346,0.035615768612645246,HGF/MMP2/MMP9/CPVL/HTRA1/C2/TPP1/DPP4,8
GO:0001968,fibronectin binding,4/335,24/13268,0.002843949959869191,0.04228790820023998,0.03593829049739263,FBLN1/LOXL3/CTSK/CTSS,4
GO:0017171,serine hydrolase activity,8/335,96/13268,0.0029303570672567798,0.04228790820023998,0.03593829049739263,HGF/MMP2/MMP9/CPVL/HTRA1/C2/TPP1/DPP4,8
GO:0001614,purinergic nucleotide receptor activity,3/335,12/13268,0.0029623753555334488,0.04228790820023998,0.03593829049739263,P2RX7/P2RX1/P2RY1,3
GO:0016502,nucleotide receptor activity,3/335,12/13268,0.0029623753555334488,0.04228790820023998,0.03593829049739263,P2RX7/P2RX1/P2RY1,3
GO:0017154,semaphorin receptor activity,3/335,12/13268,0.0029623753555334488,0.04228790820023998,0.03593829049739263,PLXND1/NRP2/PLXNC1,3
GO:0015485,cholesterol binding,5/335,40/13268,0.0031723293581232995,0.04418048935337571,0.037546696639148676,GRAMD1B/NR1H3/OSBPL3/ABCA1/STARD5,5
GO:0008083,growth factor activity,7/335,77/13268,0.0032530174994578514,0.04422554743310555,0.03758498915413708,HGF/ADA2/PTN/CXCL12/GDF11/IL34/CSF1,7
