NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION		59	0.65743744	1.9386982	0.0072639226	0.12759313	0.4899	2332	tags=56%, list=13%, signal=64%	
HOLLMANN_APOPTOSIS_VIA_CD40_UP	HOLLMANN_APOPTOSIS_VIA_CD40_UP		197	0.49398786	1.9365807	0.0	0.12545319	0.4975	4075	tags=48%, list=23%, signal=62%	
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY	WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY		40	0.7508428	1.9365354	0.005781499	0.12007908	0.4975	2112	tags=65%, list=12%, signal=74%	
WP_IL7_SIGNALING_PATHWAY	WP_IL7_SIGNALING_PATHWAY		25	0.71519244	1.9363382	0.0014300307	0.115362905	0.4984	2581	tags=64%, list=14%, signal=75%	
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING		45	0.6580333	1.9310707	0.0036195456	0.11942427	0.517	2597	tags=53%, list=15%, signal=62%	
DIRMEIER_LMP1_RESPONSE_LATE_UP	DIRMEIER_LMP1_RESPONSE_LATE_UP		54	0.6075929	1.9259313	0.0036689767	0.12367242	0.5343	3602	tags=57%, list=20%, signal=72%	
MARKEY_RB1_ACUTE_LOF_DN	MARKEY_RB1_ACUTE_LOF_DN		222	0.59160596	1.9231426	0.0045045046	0.1238923	0.5448	2861	tags=53%, list=16%, signal=62%	
REACTOME_PARASITE_INFECTION	REACTOME_PARASITE_INFECTION		59	0.57671964	1.9206569	0.0014309076	0.12361911	0.5533	3124	tags=54%, list=18%, signal=66%	
WP_KIT_RECEPTOR_SIGNALING_PATHWAY	WP_KIT_RECEPTOR_SIGNALING_PATHWAY		59	0.545895	1.9186307	6.1791966E-4	0.122641966	0.5606	2500	tags=41%, list=14%, signal=47%	
PID_P38_ALPHA_BETA_PATHWAY	PID_P38_ALPHA_BETA_PATHWAY		30	0.6229605	1.916924	0.0017985612	0.121222936	0.5667	2942	tags=57%, list=16%, signal=68%	
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS		21	0.72175205	1.9166732	0.0014364867	0.11776406	0.5683	1518	tags=52%, list=9%, signal=57%	
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	ALCALAY_AML_BY_NPM1_LOCALIZATION_DN		179	0.4845545	1.9159461	8.5984526E-4	0.115286	0.5707	5759	tags=63%, list=32%, signal=91%	
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN	CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN		100	0.6453358	1.9158783	6.143764E-4	0.11191292	0.571	2725	tags=59%, list=15%, signal=69%	
REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION		462	0.53244215	1.9133272	0.0024984386	0.11240059	0.5793	4537	tags=55%, list=25%, signal=72%	
BIOCARTA_HCMV_PATHWAY	BIOCARTA_HCMV_PATHWAY		17	0.7104362	1.9121096	0.0016019223	0.11102016	0.5841	2280	tags=53%, list=13%, signal=61%	
LENAOUR_DENDRITIC_CELL_MATURATION_UP	LENAOUR_DENDRITIC_CELL_MATURATION_UP		114	0.56890637	1.9052713	0.0018738288	0.11812133	0.6095	4425	tags=60%, list=25%, signal=79%	
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP		139	0.64522463	1.9012341	0.0080412375	0.121445835	0.6255	2164	tags=54%, list=12%, signal=61%	
PID_IL2_STAT5_PATHWAY	PID_IL2_STAT5_PATHWAY		28	0.6924234	1.8997247	0.0042570443	0.120666236	0.6315	2581	tags=61%, list=14%, signal=71%	
PID_CXCR4_PATHWAY	PID_CXCR4_PATHWAY		100	0.5557715	1.8951117	0.007891542	0.1250436	0.6486	2236	tags=41%, list=13%, signal=47%	
REACTOME_CD28_CO_STIMULATION	REACTOME_CD28_CO_STIMULATION		33	0.60103625	1.8950795	0.0026412026	0.12195756	0.6486	2112	tags=42%, list=12%, signal=48%	
WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP	WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP		59	0.6799342	1.8893514	0.0057755774	0.12812915	0.6678	3272	tags=64%, list=18%, signal=79%	
LENAOUR_DENDRITIC_CELL_MATURATION_DN	LENAOUR_DENDRITIC_CELL_MATURATION_DN		126	0.58474016	1.88899	0.009494324	0.12566464	0.6689	4256	tags=57%, list=24%, signal=75%	
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP		77	0.6612311	1.8868365	0.002074689	0.12620197	0.6759	4351	tags=69%, list=24%, signal=91%	
BASSO_CD40_SIGNALING_DN	BASSO_CD40_SIGNALING_DN		69	0.5525729	1.8865776	0.0017126953	0.12371923	0.6768	3265	tags=52%, list=18%, signal=64%	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		95	0.5038479	1.8862432	0.0026573997	0.12148401	0.678	2112	tags=39%, list=12%, signal=44%	
VALK_AML_CLUSTER_3	VALK_AML_CLUSTER_3		32	0.52879477	1.8835608	4.1254127E-4	0.12293733	0.6861	2413	tags=41%, list=14%, signal=47%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION		63	0.7404205	1.883484	0.0054556476	0.12044853	0.6865	1908	tags=67%, list=11%, signal=74%	
MCLACHLAN_DENTAL_CARIES_UP	MCLACHLAN_DENTAL_CARIES_UP		234	0.64867854	1.8831685	0.013295152	0.118439525	0.6872	3372	tags=62%, list=19%, signal=75%	
HUANG_GATA2_TARGETS_UP	HUANG_GATA2_TARGETS_UP		146	0.573298	1.8826879	0.009302326	0.116804905	0.6892	3665	tags=53%, list=21%, signal=67%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY		104	0.56709737	1.882181	0.0130028445	0.11520435	0.6909	2481	tags=46%, list=14%, signal=53%	
BIOCARTA_PYK2_PATHWAY	BIOCARTA_PYK2_PATHWAY		27	0.58184266	1.8813548	0.002805049	0.11414596	0.694	1452	tags=41%, list=8%, signal=44%	
WP_NETRINUNC5B_SIGNALING_PATHWAY	WP_NETRINUNC5B_SIGNALING_PATHWAY		50	0.5255148	1.879136	0.0016587187	0.115271054	0.7017	2339	tags=40%, list=13%, signal=46%	
WIELAND_UP_BY_HBV_INFECTION	WIELAND_UP_BY_HBV_INFECTION		96	0.7635383	1.878628	0.0048096194	0.11385007	0.7026	2699	tags=82%, list=15%, signal=96%	
PID_IL12_2PATHWAY	PID_IL12_2PATHWAY		60	0.71488947	1.878023	0.011008807	0.11267789	0.7045	2481	tags=62%, list=14%, signal=71%	
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE		33	0.5985101	1.8763375	0.0021593608	0.113005765	0.7096	4353	tags=67%, list=24%, signal=88%	
PEART_HDAC_PROLIFERATION_CLUSTER_DN	PEART_HDAC_PROLIFERATION_CLUSTER_DN		71	0.55783516	1.8736277	0.002899151	0.114965916	0.7189	3732	tags=51%, list=21%, signal=64%	
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP		403	0.5151125	1.8734232	0.0064049587	0.11321985	0.7192	4131	tags=50%, list=23%, signal=63%	
MULLIGHAN_MLL_SIGNATURE_2_UP	MULLIGHAN_MLL_SIGNATURE_2_UP		413	0.4965828	1.8728408	0.007064201	0.11212782	0.7209	3546	tags=45%, list=20%, signal=55%	
WP_IL9_SIGNALING_PATHWAY	WP_IL9_SIGNALING_PATHWAY		16	0.7607327	1.8725742	0.0016246954	0.11058297	0.7217	2496	tags=69%, list=14%, signal=80%	
WP_EBOLA_VIRUS_PATHWAY_ON_HOST	WP_EBOLA_VIRUS_PATHWAY_ON_HOST		127	0.5264091	1.8698078	0.005570456	0.11244245	0.7291	2345	tags=39%, list=13%, signal=45%	
JISON_SICKLE_CELL_DISEASE_UP	JISON_SICKLE_CELL_DISEASE_UP		179	0.55155104	1.8663976	0.0020610057	0.115369484	0.7417	4305	tags=56%, list=24%, signal=73%	
HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_UP	HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_UP		63	0.5705398	1.8654404	0.007996719	0.11483525	0.7444	3213	tags=43%, list=18%, signal=52%	
XU_CREBBP_TARGETS_DN	XU_CREBBP_TARGETS_DN		37	0.5746515	1.8634193	0.0045202384	0.115871735	0.7514	3265	tags=54%, list=18%, signal=66%	
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING		34	0.64656085	1.8631634	0.0032323233	0.11444398	0.7521	3402	tags=56%, list=19%, signal=69%	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY		74	0.58506846	1.8614024	0.009728415	0.11520216	0.7582	2481	tags=46%, list=14%, signal=53%	
REACTOME_PYROPTOSIS	REACTOME_PYROPTOSIS		27	0.65360194	1.8610485	0.004036327	0.113911934	0.7597	2989	tags=56%, list=17%, signal=67%	
PARK_APL_PATHOGENESIS_DN	PARK_APL_PATHOGENESIS_DN		46	0.6120646	1.8605258	0.008575612	0.112879045	0.7608	2352	tags=43%, list=13%, signal=50%	
POOLA_INVASIVE_BREAST_CANCER_UP	POOLA_INVASIVE_BREAST_CANCER_UP		267	0.60074264	1.8604392	0.016309887	0.11135239	0.7609	3409	tags=57%, list=19%, signal=69%	
ONO_AML1_TARGETS_DN	ONO_AML1_TARGETS_DN		38	0.678257	1.8558872	0.013841525	0.115983	0.7735	2003	tags=55%, list=11%, signal=62%	
REACTOME_FLT3_SIGNALING	REACTOME_FLT3_SIGNALING		38	0.6212125	1.854727	0.008876337	0.11590932	0.7762	2225	tags=47%, list=12%, signal=54%	
WP_IL2_SIGNALING_PATHWAY	WP_IL2_SIGNALING_PATHWAY		41	0.60757995	1.8525908	0.004810709	0.117255904	0.7819	2496	tags=49%, list=14%, signal=57%	
LINDSTEDT_DENDRITIC_CELL_MATURATION_C	LINDSTEDT_DENDRITIC_CELL_MATURATION_C		61	0.525793	1.8523422	0.0035880117	0.11593677	0.7826	3018	tags=41%, list=17%, signal=49%	
DER_IFN_GAMMA_RESPONSE_UP	DER_IFN_GAMMA_RESPONSE_UP		71	0.6273031	1.8516008	0.0079316655	0.1153742	0.7841	2541	tags=48%, list=14%, signal=56%	
HAHTOLA_CTCL_PATHOGENESIS	HAHTOLA_CTCL_PATHOGENESIS		15	0.79993516	1.8514935	0.0032706459	0.11394796	0.7845	2270	tags=73%, list=13%, signal=84%	
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	REACTOME_REGULATION_OF_SIGNALING_BY_CBL		22	0.7010169	1.851427	0.0036057692	0.11251151	0.7847	2500	tags=55%, list=14%, signal=63%	
BIOCARTA_FCER1_PATHWAY	BIOCARTA_FCER1_PATHWAY		39	0.586258	1.8502264	0.007032349	0.112569384	0.7881	2329	tags=44%, list=13%, signal=50%	
MUNSHI_MULTIPLE_MYELOMA_UP	MUNSHI_MULTIPLE_MYELOMA_UP		75	0.5784188	1.8501488	6.1639614E-4	0.11119617	0.7884	5375	tags=72%, list=30%, signal=103%	
BASSO_CD40_SIGNALING_UP	BASSO_CD40_SIGNALING_UP		100	0.6269922	1.8493778	0.015985431	0.11074696	0.7909	2898	tags=55%, list=16%, signal=65%	
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN		81	0.612009	1.8493733	0.014980505	0.10934682	0.7909	3032	tags=52%, list=17%, signal=62%	
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS		86	0.4972815	1.849229	0.003466558	0.10814683	0.7914	3124	tags=47%, list=18%, signal=56%	
REACTOME_REGULATED_NECROSIS	REACTOME_REGULATED_NECROSIS		56	0.5973194	1.846913	0.004657756	0.109832905	0.7977	4694	tags=63%, list=26%, signal=85%	
MARSON_FOXP3_CORE_DIRECT_TARGETS	MARSON_FOXP3_CORE_DIRECT_TARGETS		18	0.7160326	1.8468823	0.005039307	0.10853353	0.7977	4112	tags=72%, list=23%, signal=94%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS		38	0.77342254	1.8467914	0.006602641	0.10738608	0.798	1617	tags=66%, list=9%, signal=72%	
TSAI_RESPONSE_TO_IONIZING_RADIATION	TSAI_RESPONSE_TO_IONIZING_RADIATION		146	0.5098974	1.8456918	0.004180602	0.10750413	0.8008	4559	tags=55%, list=26%, signal=73%	
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION		68	0.65670824	1.8431606	0.011774097	0.10972363	0.8087	2496	tags=54%, list=14%, signal=63%	
ONO_FOXP3_TARGETS_UP	ONO_FOXP3_TARGETS_UP		22	0.6553427	1.8430735	0.007835052	0.10856678	0.8089	3651	tags=55%, list=20%, signal=68%	
ONO_AML1_TARGETS_UP	ONO_AML1_TARGETS_UP		24	0.71545285	1.8429801	0.013960172	0.10745715	0.8091	3651	tags=67%, list=20%, signal=84%	
WP_TCELL_RECEPTOR_AND_COSTIMULATORY_SIGNALING	WP_TCELL_RECEPTOR_AND_COSTIMULATORY_SIGNALING		28	0.7017503	1.8409065	0.010940919	0.10895477	0.8148	2464	tags=61%, list=14%, signal=70%	
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL		124	0.660324	1.8405802	0.014121444	0.10813372	0.8153	2555	tags=55%, list=14%, signal=64%	
WP_EPO_RECEPTOR_SIGNALING	WP_EPO_RECEPTOR_SIGNALING		26	0.58795786	1.8398136	0.0041692723	0.10788663	0.8177	2280	tags=46%, list=13%, signal=53%	
WALLACE_PROSTATE_CANCER_RACE_UP	WALLACE_PROSTATE_CANCER_RACE_UP		276	0.64147246	1.8391348	0.024884608	0.10757555	0.8195	2729	tags=57%, list=15%, signal=67%	
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING		40	0.69461095	1.8386441	0.010771993	0.10706685	0.8207	2597	tags=60%, list=15%, signal=70%	
GOLDRATH_ANTIGEN_RESPONSE	GOLDRATH_ANTIGEN_RESPONSE		347	0.53254026	1.8385658	0.00290577	0.10604021	0.8208	5320	tags=63%, list=30%, signal=89%	
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS	WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS		54	0.56301135	1.838173	0.007980356	0.10550377	0.8222	3626	tags=54%, list=20%, signal=67%	
GARY_CD5_TARGETS_UP	GARY_CD5_TARGETS_UP		450	0.41642597	1.8376535	0.0010544074	0.10504368	0.8243	4115	tags=42%, list=23%, signal=53%	
RASHI_RESPONSE_TO_IONIZING_RADIATION_6	RASHI_RESPONSE_TO_IONIZING_RADIATION_6		77	0.58280176	1.836478	0.010179153	0.10535768	0.8274	3185	tags=51%, list=18%, signal=61%	
DIRMEIER_LMP1_RESPONSE_EARLY	DIRMEIER_LMP1_RESPONSE_EARLY		60	0.6317514	1.8348128	0.0063917525	0.10625345	0.8307	2123	tags=50%, list=12%, signal=57%	
RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN	RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN		312	0.51218396	1.8343792	0.011229073	0.105735555	0.8318	4207	tags=52%, list=24%, signal=67%	
WIKMAN_ASBESTOS_LUNG_CANCER_DN	WIKMAN_ASBESTOS_LUNG_CANCER_DN		29	0.6144853	1.8327975	0.0075337035	0.10666742	0.8363	1661	tags=41%, list=9%, signal=46%	
WP_IL5_SIGNALING_PATHWAY	WP_IL5_SIGNALING_PATHWAY		39	0.56557643	1.8327851	0.004593861	0.105617404	0.8363	2597	tags=46%, list=15%, signal=54%	
BIOCARTA_EDG1_PATHWAY	BIOCARTA_EDG1_PATHWAY		22	0.63564557	1.8324969	0.004992719	0.104924485	0.8371	1909	tags=41%, list=11%, signal=46%	
PID_PI3KCI_PATHWAY	PID_PI3KCI_PATHWAY		48	0.60489774	1.8323396	0.008939455	0.10405687	0.8374	3144	tags=54%, list=18%, signal=66%	
WP_IL4_SIGNALING_PATHWAY	WP_IL4_SIGNALING_PATHWAY		53	0.5409974	1.8297867	0.008019741	0.106288195	0.8423	2496	tags=38%, list=14%, signal=44%	
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA		66	0.5249754	1.829573	0.0049079754	0.10552064	0.8433	5151	tags=58%, list=29%, signal=81%	
ZHAN_V1_LATE_DIFFERENTIATION_GENES_UP	ZHAN_V1_LATE_DIFFERENTIATION_GENES_UP		32	0.71271247	1.8295311	0.00428834	0.10456435	0.8433	4603	tags=84%, list=26%, signal=114%	
MORI_IMMATURE_B_LYMPHOCYTE_UP	MORI_IMMATURE_B_LYMPHOCYTE_UP		48	0.6674635	1.8289069	0.016606642	0.10437971	0.8451	2239	tags=56%, list=13%, signal=64%	
CHUNG_BLISTER_CYTOTOXICITY_UP	CHUNG_BLISTER_CYTOTOXICITY_UP		133	0.5443886	1.8269395	0.0031062332	0.10570309	0.8504	3781	tags=51%, list=21%, signal=64%	
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN	THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN		223	0.45091537	1.8260742	0.0024839577	0.10581562	0.8533	3267	tags=38%, list=18%, signal=46%	
RODWELL_AGING_KIDNEY_UP	RODWELL_AGING_KIDNEY_UP		462	0.52522874	1.8260493	0.01589566	0.10488754	0.8534	3349	tags=45%, list=19%, signal=53%	
CROONQUIST_NRAS_SIGNALING_UP	CROONQUIST_NRAS_SIGNALING_UP		36	0.69234604	1.8246298	0.0069472822	0.10564528	0.8566	2651	tags=61%, list=15%, signal=72%	
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_APOPTOSIS	WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_APOPTOSIS		21	0.64412266	1.8230115	0.0018867925	0.10664234	0.8596	2581	tags=52%, list=14%, signal=61%	
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_UP	HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_UP		39	0.5627644	1.8222065	0.006454299	0.106662095	0.8616	3323	tags=49%, list=19%, signal=60%	
PID_NFKAPPAB_ATYPICAL_PATHWAY	PID_NFKAPPAB_ATYPICAL_PATHWAY		16	0.6387928	1.821553	0.005115613	0.10659033	0.8627	2097	tags=50%, list=12%, signal=57%	
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP		40	0.59432155	1.8205965	0.0018664454	0.10682824	0.865	4133	tags=52%, list=23%, signal=68%	
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION		104	0.66104704	1.8193774	0.005114566	0.10741014	0.8682	4059	tags=67%, list=23%, signal=87%	
MORI_PRE_BI_LYMPHOCYTE_DN	MORI_PRE_BI_LYMPHOCYTE_DN		76	0.5549725	1.8173717	0.015879478	0.10896373	0.8728	2239	tags=41%, list=13%, signal=46%	
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION		23	0.61031157	1.815688	0.0039264313	0.110064104	0.8759	5101	tags=65%, list=29%, signal=91%	
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC		25	0.71036273	1.8127812	0.0076767677	0.11276554	0.8817	1742	tags=60%, list=10%, signal=66%	
GHO_ATF5_TARGETS_DN	GHO_ATF5_TARGETS_DN		16	0.70942473	1.8103358	0.0055981753	0.11491765	0.8848	2874	tags=63%, list=16%, signal=74%	
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP	PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP		53	0.71724	1.8093299	0.015387731	0.11535587	0.8866	3395	tags=74%, list=19%, signal=91%	
MARSON_FOXP3_TARGETS_UP	MARSON_FOXP3_TARGETS_UP		66	0.5578455	1.8091861	0.009740933	0.11458114	0.8867	4280	tags=48%, list=24%, signal=64%	
YU_MYC_TARGETS_DN	YU_MYC_TARGETS_DN		56	0.6566919	1.8063979	0.014813311	0.11728718	0.8921	1160	tags=48%, list=7%, signal=51%	
WP_OVERVIEW_OF_LEUKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS	WP_OVERVIEW_OF_LEUKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS		35	0.5402901	1.8049335	0.0049291435	0.11821027	0.8942	2444	tags=43%, list=14%, signal=50%	
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN	ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN		115	0.452116	1.8046485	0.004467135	0.11765157	0.8943	3620	tags=38%, list=20%, signal=48%	
