gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,pCR_expression_mean_tpm,non-pCR_expression_mean_tpm
ENSG00000007392,1181.3398705131503,-0.40423906226650974,0.13754623036262484,-2.9389323226145847,0.0032934498081019976,0.03692701897561429,LUC7L,196.347562,484.453982
ENSG00000008086,1072.665823453366,-0.4675430958846832,0.1678107658597312,-2.786132900886053,0.005334099737282922,0.0497384154064796,CDKL5,112.569545,288.532185
ENSG00000008517,662.0612759974571,1.0840153592522506,0.2870956033822815,3.775799233709728,1.5949542181892067e-4,0.005147737437795107,IL32,236.851619,213.445202
ENSG00000008952,1184.3526265712844,0.5310800967535546,0.18374965733779955,2.89023720886311,0.003849512324361957,0.04044246764982861,SEC62,273.89703499999996,374.267118
ENSG00000009790,446.9317425437766,1.0208424147652133,0.2839970747820419,3.594552569066689,3.249495316607111e-4,0.008262623128478698,TRAF3IP3,81.671651,87.811398
ENSG00000010030,81.05695327716508,1.2732041896280895,0.3893310347679596,3.270235547461343,0.0010745796489480095,0.01759145837243185,ETV7,15.867366,17.909772
ENSG00000010610,1703.2272838842312,1.4547159361074296,0.336411636190534,4.32421408658861,1.5307658842043175e-5,0.0011675693688085757,CD4,304.804525,212.41064699999998
ENSG00000010671,265.1457490416474,0.9429858586957052,0.33493262913829497,2.815449367001931,0.004870907179075338,0.04699334101468657,BTK,67.279184,63.93332
ENSG00000010810,851.8547774885295,0.7239257381650779,0.23721722817842242,3.0517418305747115,0.0022751769402629537,0.02935735113252647,FYN,313.236521,378.119962
ENSG00000011260,721.1236548974854,1.0663098333384844,0.3057691638416285,3.48730336290802,4.879175703290103e-4,0.010612519122411939,UTP18,220.54698100000002,192.276103
ENSG00000011600,953.8688529377051,1.2307860844406355,0.321224732919009,3.8315420897274306,1.273425835760208e-4,0.004335513889605529,TYROBP,906.0470379999999,660.427014
ENSG00000013573,909.1191529613267,-0.6648078631847337,0.20657049954672765,-3.218309800496705,0.0012894845975600258,0.019957091464875776,DDX11,111.656737,422.9286
ENSG00000013725,339.48003183893513,0.947416969581602,0.2324721898928674,4.075399169329502,4.593548313083915e-5,0.0023462961939112402,CD6,99.045142,122.76898800000001
ENSG00000014914,258.1359028048149,-0.6265729306789781,0.21430115371860298,-2.923796348300232,0.003457908970408563,0.03791986998281118,MTMR11,29.767693,73.496984
ENSG00000015285,229.95951111860813,1.060457146673932,0.2471567862890381,4.29062524479412,1.781707661166978e-5,0.0012786947514257018,WAS,49.634658,55.472864
ENSG00000015568,1575.664404854201,-0.3767629488967868,0.1240594684734372,-3.036954402053212,0.00238981603935483,0.030109911861767633,RGPD5,276.074111,640.97856
ENSG00000018408,1406.489801097246,-0.5534729931622421,0.19557072921506358,-2.8300400340257643,0.004654217996271453,0.04567426928090484,WWTR1,165.944517,353.294918
ENSG00000019169,96.49458642384543,2.492443164198288,0.5808795523389204,4.290808919271521,1.7802344899538088e-5,0.0012786947514257018,MARCO,21.830831,8.477164
ENSG00000019582,17054.733403313196,1.5409658549300413,0.2873435019689432,5.362800426566086,8.194152453809506e-8,4.902489778992103e-5,CD74,5891.195442,3634.383853
ENSG00000020633,317.1037349003557,1.0267534313002575,0.22901338363082469,4.483377412367348,7.347081719579878e-6,7.265494940019426e-4,RUNX3,36.732821,32.612588
ENSG00000021488,27.6201505175853,-1.0365443663328242,0.3516633207790822,-2.9475475691819164,0.00320305467537742,0.036400710476893756,SLC7A9,3.663182,11.809752
ENSG00000021762,844.5961495619196,-0.6938277832008846,0.20658823709754462,-3.3585057549684225,7.836508946308408e-4,0.014301628827012844,OSBPL5,103.14935,290.316461
ENSG00000023318,595.6744591175004,0.5702222277027258,0.12760029032161596,4.468816068250967,7.865372641584334e-6,7.515849621388086e-4,ERP44,76.33178,96.209421
ENSG00000023330,396.7708905740544,0.5163656817943001,0.14069642257943976,3.6700697311813357,2.4248431138222567e-4,0.006739327528334499,ALAS1,69.75240099999999,89.249382
ENSG00000023445,469.3043774816869,1.4351726583533926,0.4229232735849028,3.3934586909539717,6.901596689376712e-4,0.013385320192657752,BIRC3,104.262593,119.07073199999999
ENSG00000023892,406.89814480748043,0.9420963531073214,0.2450266281198583,3.8448733524851084,1.2061471617398861e-4,0.004218542713496953,DEF6,85.85449799999999,94.800685
ENSG00000023902,1349.690488506899,0.4998914091263162,0.17069686099032436,2.9285331096665663,0.0034056555875848628,0.03754166940326049,PLEKHO1,221.418959,276.281459
ENSG00000026036,828.6429021883858,-0.683603615413931,0.21678011044348564,-3.153442509164815,0.0016135700772531769,0.023140989413152856,RTEL1-TNFRSF6B,25.849322,76.67079100000001
ENSG00000026652,450.8031069148319,-0.7659599232082532,0.23939727338534658,-3.1995348667790524,0.0013764953643628393,0.02079290377659639,AGPAT4,35.715651,85.976767
ENSG00000026751,651.4800203220661,1.554508401245034,0.41020637943094695,3.789576367392199,1.5090441516430437e-4,0.004964667693480953,SLAMF7,98.396334,77.480301
ENSG00000027075,860.9482250670708,0.7419219718205888,0.19791863117265468,3.748621175402996,1.778094234041994e-4,0.0054888575003303585,PRKCH,244.623966,305.497111
ENSG00000027869,98.46835224486661,1.0993192820872117,0.28765183184887444,3.821700960572253,1.3253434634747884e-4,0.0044863585066069874,SH2D2A,27.991671,28.008564
ENSG00000028137,991.9003310972332,1.2214142821785232,0.2404304001425437,5.080115831668477,3.7720480305597286e-7,1.3093625500365392e-4,TNFRSF1B,111.441503,86.94534900000001
ENSG00000030110,478.55528994426675,0.5307629891242542,0.1547596483266937,3.4295954718366057,6.044817302527046e-4,0.012254624254908525,BAK1,61.514882,89.999542
ENSG00000030582,3236.4151820003876,1.2553621644184427,0.23728671828278716,5.290486435580272,1.2199146973850026e-7,5.928436882234717e-5,GRN,735.672175,595.574421
ENSG00000034533,128.31135660324475,0.5306680990678388,0.1683114929312608,3.1528928288014546,0.0016166114608345708,0.023165075263129917,ASTE1,24.489587,37.273988
ENSG00000035115,985.4619798262963,-0.6943464068767794,0.20117429421487787,-3.451466846629697,5.575482502198978e-4,0.011579167506703592,SH3YL1,178.454037,562.10545
ENSG00000035720,21.84099899807609,1.777026367080189,0.5549471766056095,3.202154082393121,0.001364040157182914,0.020715141994218023,STAP1,8.7117,6.602995
ENSG00000038382,4439.353389481104,-0.38067580075942076,0.12170878016874158,-3.127759560416575,0.001761442127605058,0.02465874003986373,TRIO,423.850824,1043.779665
ENSG00000039139,468.5257761511722,-1.5537449152759997,0.4268206307402815,-3.6402760395653107,2.723459088866963e-4,0.0073412544599902015,DNAH5,7.538608,47.012696
ENSG00000042493,1496.8272600998157,0.9898520431590065,0.2800141664359532,3.535007016816102,4.0776433030643815e-4,0.009474950128664218,CAPG,435.590682,450.25684
ENSG00000042781,32.128529799868225,-1.2060462159398133,0.40891541635243345,-2.9493782031938696,0.003184140518809189,0.036323974570372564,USH2A,0.38418,1.144789
ENSG00000042832,181.16037149694736,-1.1001846446623142,0.38787520014911553,-2.8364397729974926,0.004561958155993115,0.04505591456228526,TG,10.154865,37.187546
ENSG00000043462,848.822563170513,1.0416218884957154,0.23013193687585048,4.526194419758611,6.005533385883511e-6,6.42440989688633e-4,LCP2,265.076906,306.84868
ENSG00000043514,282.18822620040623,-0.48863899505350833,0.17276890560025143,-2.8282808955455767,0.0046798723822679324,0.04577340388153839,TRIT1,63.903273999999996,157.80041500000002
ENSG00000043591,15.71603036726811,2.012174493762779,0.6490760842095735,3.100059519544844,0.0019348175831442739,0.026118501802937264,ADRB1,4.571253,1.758281
ENSG00000044446,875.0422101898395,-0.34642349786417037,0.10556616172931775,-3.281577090511589,0.0010322830221600329,0.01709098354902668,PHKA2,128.13419,294.713197
ENSG00000047365,592.3838548709408,0.8823079090031726,0.22736284211179683,3.8806161147885896,1.0419218665817834e-4,0.003844262262188624,ARAP2,89.55788,109.779318
ENSG00000047578,965.1896344535313,-0.5739135221481394,0.17774379982925392,-3.2288806850053735,0.0012427573251644502,0.019576578421793927,KIAA0556,83.399121,217.549889
ENSG00000047662,90.34638236508673,-0.7979807172766713,0.20955529682350008,-3.807972069294808,1.4011109376769305e-4,0.004700492295650278,FAM184B,2.362418,8.493141
ENSG00000048740,931.8949407251167,0.9105300662619231,0.2808713483244229,3.241804732642959,0.0011877537422557702,0.018880844300961118,CELF2,120.375001,122.774522
ENSG00000048828,3004.444722835455,0.35703031322980217,0.10958804549158821,3.2579312061661616,0.0011222760922651818,0.01814628500787274,FAM120A,249.811413,415.184172
ENSG00000049192,226.35161600996747,-0.7208306961899447,0.2568418114324946,-2.8065161671677417,0.00500803993404383,0.04793570694324789,ADAMTS6,23.33951,71.04855500000001
ENSG00000049759,1002.889625252648,-0.8929283550728492,0.30294589890701046,-2.9474845452419687,0.0032037076597042718,0.036400710476893756,NEDD4L,147.082713,550.998374
ENSG00000049768,94.72571582332488,1.091616527604237,0.24765389418839948,4.407831062708039,1.0441093239745977e-5,9.080121704514985e-4,FOXP3,14.228691,13.207276
ENSG00000050730,40.13894333982981,0.8539557299142649,0.29892728307282757,2.8567339894037573,0.004280243889779192,0.04338657230110505,TNIP3,7.16645,9.960115
ENSG00000051108,1705.4671822113858,0.8003000074464344,0.20333638691098266,3.9358425690763976,8.2905309904233e-5,0.0032642046670395813,HERPUD1,633.181236,684.407092
ENSG00000051523,1656.5018732581009,0.9531635448697369,0.2972910142121979,3.206163319115309,0.0013451761726769266,0.02050188308338875,CYBA,817.282826,918.709461
ENSG00000053438,115.95252459561695,-0.46809030656099027,0.16701652262246505,-2.8026586783817304,0.0050683277047314105,0.048261808634755245,NNAT,28.32009,62.176369
ENSG00000054267,1893.2272850806296,-0.3112550951678188,0.109144974970676,-2.8517583631444667,0.004347813742977827,0.04386237482462032,ARID4B,257.795522,591.216175
ENSG00000054392,223.98098240500352,-0.6642887137470553,0.2052742643661568,-3.2361032484916574,0.0012117354610464508,0.019190324447801752,HHAT,19.812654,47.010623
ENSG00000056291,26.066450567993005,-0.9534207749757616,0.279187560024717,-3.41498301318065,6.378598936148573e-4,0.012659695368138983,NPFFR2,4.657316,14.244991
ENSG00000056558,706.8553553641171,0.6907757167680725,0.2343007118153256,2.948244208974225,0.0031958449403757267,0.036384288213420844,TRAF1,36.620366,43.632532
ENSG00000056586,1128.5385545621205,0.3578284242058326,0.0984686384250227,3.6339328940583973,2.79133490830788e-4,0.007441663864484127,RC3H2,125.009101,225.319482
ENSG00000057252,749.0724490850972,0.5477204715098816,0.18127840285584632,3.021432574874527,0.0025158166361042523,0.031098492124634614,SOAT1,77.184952,100.255713
ENSG00000058085,553.5210070040789,-1.1269470914582076,0.40091242460272947,-2.810955765651108,0.004939457621962557,0.047493066530221104,LAMC2,16.90768,61.670852000000004
ENSG00000059377,390.20575850689556,0.724910790084455,0.24074771715050877,3.011080639370138,0.0026031970911268828,0.03171760696488334,TBXAS1,117.61501399999999,150.336183
ENSG00000059378,1127.9667270302143,0.7260255129654427,0.21855711225092617,3.3219029364365427,8.94057893956827e-4,0.015533228517172287,PARP12,282.45889,442.98415
ENSG00000060558,159.50797746010483,0.8536263737122525,0.28282143845960456,3.0182520050868638,0.0025423739179642473,0.03131298911705567,GNA15,21.403948,34.547140999999996
ENSG00000060656,643.6402539764053,-1.0094085539569795,0.2982240887546897,-3.3847317906880723,7.124783527130288e-4,0.01357059832171994,PTPRU,30.207666,93.326854
ENSG00000061455,152.45943151832134,-1.5892341489584794,0.4300513489589009,-3.695452072888066,2.194958842058404e-4,0.006317098975392791,PRDM6,7.99903,25.891942
ENSG00000062524,34.63735929223175,1.689200907026634,0.5378209196236982,3.140824102209583,0.0016847318372751768,0.0238796698501779,LTK,5.015194,3.312461
ENSG00000062650,1116.0147205309563,0.5569173841976612,0.1479198931834405,3.764993147385585,1.6655364985651715e-4,0.005258458183541895,WAPL,117.225984,156.09317000000001
ENSG00000063660,1083.6202428981237,-0.8085854221029869,0.27673177835684765,-2.921910258749937,0.003478917635837972,0.03805459434839708,GPC1,80.718097,178.285041
ENSG00000064012,1039.7276564033225,0.32431069755029535,0.10238834980755585,3.1674570218179503,0.0015377843838799779,0.022386931952724953,CASP8,235.429578,401.525742
ENSG00000065413,1024.025401325096,0.8028010145703026,0.244627848069253,3.2817237322180643,0.0010317463746545921,0.01709098354902668,ANKRD44,174.507344,232.468066
ENSG00000065675,98.04436179191161,1.3457025285560842,0.35856120271298925,3.753062289991406,1.7468742536850312e-4,0.005422004412578229,PRKCQ,12.008655,11.079808
ENSG00000066185,23.670839492113,-1.7197953414956046,0.46225814776373475,-3.7204219110370578,1.9889023343912436e-4,0.005934954351870292,ZMYND12,3.765249,13.315038
ENSG00000066294,1589.249592837804,0.958864339588202,0.22821800984299545,4.2015279173096856,2.6511954538892953e-5,0.0016397884900073826,CD84,118.356441,134.581956
ENSG00000066336,577.1811085586555,0.9884176149449239,0.22761325308574712,4.342531032551801,1.4085058264477373e-5,0.0011040219171451413,SPI1,162.45506,156.532205
ENSG00000066468,430.02937569284245,-1.1389371404736468,0.3355208920316767,-3.394534193018655,6.874545494108677e-4,0.013378620630354061,FGFR2,31.143703,117.708709
ENSG00000067365,765.6593504535767,-0.5069568126678855,0.14426061052459455,-3.5141734866112744,4.411246108830079e-4,0.009977511311847183,METTL22,123.85724800000001,299.33322599999997
ENSG00000067369,2059.9340585715677,-0.4223303743041908,0.1258337043226573,-3.3562579801455232,7.900483502113481e-4,0.014402928605299913,TP53BP1,114.11237200000001,293.802045
ENSG00000067715,98.92795723194948,-1.1384519619470035,0.4079126496595986,-2.7909209554963224,0.005255830599056233,0.04933577409456262,SYT1,11.226275,29.240859
ENSG00000068079,422.03814681011045,0.7716942944114636,0.2263794560465314,3.408853028840413,6.523661566756588e-4,0.012902437161507303,IFI35,166.841903,210.662839
ENSG00000068615,106.42966376292493,-1.2566878338634275,0.41354244990387684,-3.038836361673463,0.0023749381741709264,0.029974990562315194,REEP1,13.01507,41.331032
ENSG00000069424,760.396853590072,0.7341766470708769,0.22056658623333153,3.3285941429687402,8.728549938615558e-4,0.015321352518669973,KCNAB2,135.423595,141.87961
ENSG00000069869,3090.781640819394,-0.46754770579608795,0.15928976600961905,-2.9352024144969495,0.0033333016881978003,0.037148547506316604,NEDD4,974.653792,2551.464672
ENSG00000070018,916.1860920138873,-0.7235604578136359,0.1799610483236645,-4.020650382700006,5.803768573375495e-5,0.002684485177709877,LRP6,51.987359,137.68994
ENSG00000070159,511.3960420906922,-0.769324748789994,0.18574980258174323,-4.14172579511322,3.4470229689283076e-5,0.0019160265908007054,PTPN3,27.994804,84.266376
ENSG00000070190,426.3833697458609,0.7136681556856322,0.20013454967251976,3.5659417969231586,3.625518351927641e-4,0.00883464392270017,DAPP1,79.568887,108.437793
ENSG00000070540,923.0147620603425,-0.5501608974107097,0.15861614901150492,-3.468504946307862,5.233628923174061e-4,0.011155237387752833,WIPI1,292.747688,683.190129
ENSG00000070915,43.39231623796877,1.8208367838194546,0.441426586073018,4.124891525038919,3.709095284627993e-5,0.0020285531092037795,SLC12A3,4.7180800000000005,2.571181
ENSG00000071553,1778.595376781221,0.533877872446734,0.16074572398266135,3.3212570712258582,8.961295592858942e-4,0.015553334361116096,ATP6AP1,257.029115,368.399516
ENSG00000072110,4368.260873576499,-0.5548705534953636,0.15311336905285708,-3.623919693804228,2.901717350343137e-4,0.007616560248763336,ACTN1,372.00393499999996,895.3684579999999
ENSG00000072133,159.0124221282923,-0.8509744796390608,0.2280053389496103,-3.732256812754407,1.8977187726248275e-4,0.005774293131229998,RPS6KA6,11.063192,34.871966
ENSG00000072134,1002.1399582911316,-0.6103843377621678,0.11969284978652506,-5.099588980050206,3.4039182496688074e-7,1.2461331891851218e-4,EPN2,168.37034400000002,435.428088
ENSG00000072195,758.7009084593977,-1.2276917496202278,0.24214576402222107,-5.070052555235143,3.97705864850878e-7,1.326388050048742e-4,SPEG,48.04221,176.263563
ENSG00000072274,1996.0630577783354,0.7305157466076924,0.24452694424480237,2.9874652417704683,0.0028130127986457382,0.033482529525658056,TFRC,404.70781800000003,595.442639
ENSG00000072694,906.4894460751178,1.0258578461290215,0.36069899887096346,2.844082876137985,0.004453946124587066,0.044589269942967275,FCGR2B,153.163052,124.704184
ENSG00000072832,310.3027858348296,-0.9326755695328312,0.25228476861476684,-3.696915888556894,2.1823460866176244e-4,0.006312844317564485,CRMP1,28.963654000000002,77.443788
ENSG00000072840,1284.359925460415,-0.8196628769934972,0.225531897767766,-3.6343545418906458,2.786774263611942e-4,0.007441168516448276,EVC,64.3503,156.477574
ENSG00000072952,814.301681299081,-0.7424839841275681,0.24233492080598165,-3.063875324522528,0.0021848994436562226,0.028386021386348794,MRVI1,56.564202,139.812265
ENSG00000073060,1067.6612688621676,0.5909858605202936,0.20080816334097065,2.943037029410026,0.0032500954089353155,0.03673147695055202,SCARB1,99.699601,147.455608
ENSG00000073111,493.0803764362561,0.9360062240305723,0.2636783040604891,3.5498037176993065,3.8551847693056736e-4,0.00924302392773457,MCM2,42.908947999999995,53.822462
ENSG00000073605,2768.2913016033567,-1.0695939340762044,0.38418385626246004,-2.7840678795870533,0.005368179835219327,0.04988125790955529,GSDMB,159.986739,585.849806
ENSG00000073712,970.8607818269078,-0.510737666056308,0.14708325847860762,-3.47243915683709,5.157519031015229e-4,0.011006805671083817,FERMT2,115.467948,239.327347
ENSG00000073861,59.383048464940366,1.9793341765830568,0.36376845389686957,5.441192482139227,5.29250910681755e-8,3.4623187460715276e-5,TBX21,11.76293,6.133019
ENSG00000074219,746.9854504497667,-0.7946001110603471,0.26641753324760675,-2.98253685248955,0.0028587022991356974,0.03385006434926754,TEAD2,91.396768,177.657956
ENSG00000074416,1966.3453162916755,0.8095787157912866,0.2510332266674569,3.22498629579316,0.001259786990665341,0.01969966288953375,MGLL,211.608509,257.056177
ENSG00000074657,2271.9213085376587,-0.35049759383156004,0.11750013785104503,-2.982954745771328,0.0028548020183499956,0.03385006434926754,ZNF532,330.075642,770.4734
ENSG00000074706,175.36808169048328,1.1876632810189232,0.3902152127213675,3.0436109159766973,0.0023375725261239448,0.02967147096779267,IPCEF1,29.641078,33.311064
ENSG00000074842,909.8843117405686,0.7374281943228691,0.22936123916082965,3.2151386913539453,0.001303815121729887,0.020069313489143575,MYDGF,281.08247,323.794152
ENSG00000075391,1363.1759608879468,-0.4682104346322331,0.14934783281653352,-3.135033336623014,0.0017183458313722662,0.02423494547745512,RASAL2,77.32751999999999,171.670384
ENSG00000075624,40429.51626276585,0.6121964680197453,0.19871788114223118,3.0807316608894855,0.002064926519085897,0.027263328870484608,ACTB,8093.990197,10424.085765
ENSG00000075785,1795.5091955091941,0.5912414023258149,0.15396826254058976,3.8400212652263277,1.2302365358693847e-4,0.004261729783829402,RAB7A,359.251492,449.500368
ENSG00000075884,334.6377508424701,1.0341440313621553,0.2911161936378187,3.5523411406262984,3.8181949246680094e-4,0.00919882117190909,ARHGAP15,136.215712,157.99528700000002
ENSG00000077157,1873.3027289982872,-0.49548038631336705,0.14894483609998016,-3.326603320310969,8.791142220163564e-4,0.015367783969451394,PPP1R12B,113.578488,284.161768
ENSG00000077232,1933.1737192891967,0.8013213215864331,0.18925777280363637,4.234020667768508,2.295498341104807e-5,0.0015311424032883006,DNAJC10,256.78003,309.727009
ENSG00000077420,454.1308924802818,0.927158863460607,0.23212365300425555,3.99424553017701,6.490058237952485e-5,0.0028377737935561392,APBB1IP,86.56468799999999,86.142034
ENSG00000077984,102.14094063983046,1.6756857161532916,0.3312364655633456,5.058880559250606,4.2172490662190774e-7,1.35341866730793e-4,CST7,49.788727,33.347299
ENSG00000078053,160.86667052051132,-0.8398264161352221,0.2996802556873972,-2.8024082340988885,0.0050722644261537685,0.048261808634755245,AMPH,17.85859,42.823339
ENSG00000078081,208.24287804402604,1.0897660988531601,0.3257626100252556,3.3452767914914276,8.220049256353509e-4,0.014760964568600479,LAMP3,29.985317,36.134415000000004
ENSG00000078304,1527.0675933797652,0.4677456178968771,0.11814623865724848,3.959039434626809,7.525181210437687e-5,0.003043170457536786,PPP2R5C,514.199228,766.1916279999999
ENSG00000078589,77.51928188234822,2.2245458606618502,0.5664357753162403,3.927269352681492,8.591574625362555e-5,0.00336714499545603,P2RY10,28.602356,44.82161
ENSG00000078725,36.345645858960204,-2.0104847946782978,0.7000341966929328,-2.8719808320452507,0.004079077080278754,0.04226609699440026,BRINP1,1.5354059999999998,7.848339
ENSG00000079101,32.227642456238016,-1.1050127013414852,0.3576557794770552,-3.0895983365826623,0.0020042734498318744,0.02669356812488064,CLUL1,5.882852,16.883744
ENSG00000079263,232.90230130120247,1.3228832434136206,0.32090257073975575,4.122382816579076,3.749733732639933e-5,0.0020442058031561734,SP140,59.823367,74.375267
ENSG00000079950,1116.741099731012,0.43439866101371516,0.1514056316165001,2.8691050417068804,0.004116350690732686,0.04258820492619967,STX7,181.304818,243.193169
ENSG00000079999,776.6446108246728,0.6785366811613017,0.15399351684980522,4.406267841931944,1.0516691021162043e-5,9.080121704514985e-4,KEAP1,114.558972,155.445326
ENSG00000080371,1161.7439074930069,0.4616399478310688,0.1148405822054601,4.019832875848309,5.823944036327434e-5,0.002684485177709877,RAB21,151.553142,218.01174
ENSG00000080822,515.6870027167466,0.5432883646306241,0.1846420766436416,2.9423865594794423,0.0032569308944524074,0.03675987895404181,CLDND1,223.343305,333.170117
ENSG00000081237,2107.856130225418,1.4185480279475293,0.29668286681654543,4.781361469129567,1.7411196691762634e-6,2.8204480431446725e-4,PTPRC,528.5313669999999,447.053798
ENSG00000081320,1313.359895661174,0.6954085105737181,0.2335107090528614,2.978058322868155,0.002900807801981657,0.034216255134470186,STK17B,256.551272,303.632675
ENSG00000082074,1207.0498736367458,1.0985971727079906,0.2864927564797568,3.8346420558999927,1.2574728137028e-4,0.00431216836457075,FYB1,240.160413,287.834251
ENSG00000082196,358.7737756151434,-1.220669360792962,0.35698025433549074,-3.4194310356610775,6.275223692686155e-4,0.012557091739870449,C1QTNF3,54.031031999999996,177.83683200000002
ENSG00000082556,26.66013015629189,-0.9909525940079756,0.3372483831005868,-2.9383464641027404,0.0032996804934067566,0.03694816689424327,OPRK1,1.315833,5.924519
ENSG00000082996,569.0959430199601,0.5217671017336348,0.1837994581004576,2.8387847664298187,0.00452856915792035,0.04493957573341146,RNF13,237.76156600000002,360.78001
ENSG00000083454,85.42333587635153,1.3135770246459595,0.3704074039015269,3.5463033697759863,3.906761743232161e-4,0.00924302392773457,P2RX5,16.367704,20.324536000000002
ENSG00000083799,1053.3319429719663,0.5052716227966713,0.12702951895752124,3.9775921922969295,6.961663451431597e-5,0.0029503043057411277,CYLD,153.53667,223.566839
ENSG00000084070,822.5696489519732,0.7666590009331155,0.20857178651239364,3.6757560250727366,2.3714607705830097e-4,0.006673701812175825,SMAP2,149.8753,178.558621
ENSG00000084090,1871.3583063483472,0.46471662073324255,0.14005433606409504,3.3181166238263966,9.062663650473852e-4,0.015601907493007059,STARD7,272.974229,396.643304
ENSG00000084463,729.4214023906198,0.5799961155520846,0.16485211194088834,3.518281377918022,4.3435154348267957e-4,0.009914592801753686,WBP11,97.808443,184.755024
ENSG00000085511,893.6008524207665,-0.5006185532586573,0.15026936140745553,-3.3314745505654315,8.638719853518224e-4,0.015242322197976292,MAP3K4,130.56999499999998,290.835165
ENSG00000085514,184.61458556488537,1.0291871229550078,0.22679856775562662,4.537890750985462,5.6819681323920534e-6,6.116746579990913e-4,PILRA,69.628102,65.975291
ENSG00000085721,577.2238150471195,0.695718009893474,0.18940392594463545,3.6731974082566743,2.3953428811077324e-4,0.00671209012599035,RRN3,107.863838,156.572453
ENSG00000086300,184.17898435680968,1.5323970584845072,0.3289121104659273,4.6589864274494435,3.1777015141202176e-6,4.314994908227459e-4,SNX10,88.690625,75.49586599999999
ENSG00000086730,484.57672029761284,0.44751255797146544,0.15659899155427545,2.8576975721862334,0.00426726886526811,0.04332847582961138,LAT2,58.15077,78.377112
ENSG00000087086,42300.14896730181,1.2040135884412417,0.33089783896996267,3.6386263270535784,2.740961680924407e-4,0.00735637187377705,FTL,18815.179176,14597.598436
ENSG00000087088,519.996086849475,0.37582407430101983,0.12904099941298178,2.9124392713220972,0.0035861792518908863,0.03887656016278654,BAX,183.478909,253.06205500000002
ENSG00000087237,93.75624678177212,0.6623837066939977,0.1958431852454557,3.3822147340169835,7.190391442519423e-4,0.013614679463013474,CETP,20.846216,25.56562
