gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,post_expression_mean_tpm,pre_expression_mean_tpm
ENSG00000137962,1502.4412303607278,-0.9342403840317067,0.25170029845745073,-3.711717426467961,2.0585772893199052e-4,0.04983731018376806,ARHGAP29,8.027409590909091,11.817254136363635
ENSG00000138316,598.4357876687069,1.28325879018565,0.27510555523798025,4.664605151559249,3.0921018724767826e-6,0.007806673770326026,ADAMTS14,2.618700863636364,0.9037154090909091
ENSG00000140284,45.9935854864809,-1.7188296916800267,0.45005151892526346,-3.8191842920220416,1.3389370445270597e-4,0.04158714516733349,SLC27A2,0.23163345454545453,0.6907299090909091
ENSG00000143036,130.8086911342091,-1.3873469384333623,0.3027753606193734,-4.582099863064589,4.603299576416759e-6,0.008135411341401338,SLC44A3,1.0461017727272728,2.1634397272727273
ENSG00000143450,181.77355012104758,-0.8698327630383897,0.19994794399757476,-4.350296110316294,1.359538167174959e-5,0.012645851593938448,OAZ3,1.6007475,2.274624227272727
ENSG00000143499,691.4460819832055,-0.6443559625422723,0.16801484813723194,-3.8351132038995286,1.255064750154245e-4,0.04107548023977032,SMYD2,5.804623772727273,7.317695227272727
ENSG00000144485,111.31103680767447,-1.377124240394896,0.36298999234309104,-3.7938352831867195,1.4833809732806653e-4,0.042976708099654426,HES6,1.0036367272727273,1.8204592727272728
ENSG00000145949,34.14555243521111,0.7858297631217758,0.21084497735291385,3.7270499538931308,1.937340720010978e-4,0.0486536013182098,MYLK4,0.1746661818181818,0.09593745454545455
ENSG00000146592,208.00835438675796,1.5986067638657522,0.38019586917699255,4.204692616272358,2.614372144706586e-5,0.01900961094478162,CREB5,2.9979110909090907,1.014165
ENSG00000147174,155.18142293222027,0.5066155189597756,0.1330829581446587,3.8067647880887496,1.4079653567015922e-4,0.04158714516733349,GCNA,1.2889805454545455,0.7639596363636364
ENSG00000154227,9.833455736191171,2.319521843792904,0.6031410139336091,3.8457372160206402,1.2019052136630302e-4,0.04107548023977032,CERS3,0.19199222727272727,0.027689
ENSG00000156261,802.2245191210134,-0.6120774469145794,0.16394991913102805,-3.7333196024659814,1.8897255582311402e-4,0.04840162288495498,CCT8,11.094307136363636,14.528375181818182
ENSG00000156869,301.8557224188381,-0.6932546641152025,0.1571374125537045,-4.411773446239421,1.0252736317226249e-5,0.011324788058396219,FRRS1,2.8047121363636363,3.0369593636363637
ENSG00000160606,257.2743543309494,-1.656133317383223,0.4344308711664683,-3.8121906782002473,1.3774055005735095e-4,0.04158714516733349,TLCD1,3.0444364545454543,7.828291454545455
ENSG00000163395,392.84669860261727,2.386632057419159,0.6214574219177634,3.8403790400542976,1.2284449001292736e-4,0.04107548023977032,IGFN1,1.1608311363636363,0.14315277272727273
ENSG00000164591,50.66653255353489,0.9216319264136281,0.2201162766700471,4.187023060521547,2.826371187490099e-5,0.01900961094478162,MYOZ3,0.5367881818181818,0.20626731818181818
ENSG00000165309,19.87125520367707,-2.4684045788774216,0.642924839439084,-3.8393361516891567,1.2336742690300913e-4,0.04107548023977032,ARMC3,0.1572955909090909,0.3991401363636364
ENSG00000167985,428.91672738631416,-0.5584850276155763,0.12079652762891532,-4.623353324618998,3.7758576049438836e-6,0.008135411341401338,SDHAF2,7.228577136363636,8.384935136363636
ENSG00000169126,16.264662321565552,1.3701346110634267,0.3658971482548033,3.744589477120748,1.8068897537908032e-4,0.0479093611000361,ARMC4,0.37787672727272725,0.15082568181818182
ENSG00000170477,72.1837105478081,-4.222599951741534,1.1094364463672903,-3.8060764684339556,1.4118874611214902e-4,0.04158714516733349,KRT4,0.06085018181818182,0.7944285
ENSG00000171094,39.51923419867272,1.3224172421946219,0.35589491582982524,3.715751991317991,2.0260023453413505e-4,0.049729915901691235,ALK,0.4300466363636364,0.14902977272727272
ENSG00000172057,4136.827086401055,-1.635675394083964,0.397629304317549,-4.113568533112198,3.8958930829058304e-5,0.021517552865840988,ORMDL3,22.0491435,48.7233155
ENSG00000173020,1778.7567223036124,0.6040379215320922,0.12248680290200492,4.931453080829862,8.162017381665192e-7,0.0036061833296542234,GRK2,13.830923863636365,7.781193818181818
ENSG00000181061,432.693921963415,-1.0921324933564904,0.2603835607556577,-4.19432198479435,2.736889879302992e-5,0.01900961094478162,HIGD1A,11.012875727272727,17.239771363636365
ENSG00000182271,4.555049351938852,29.912863508019253,3.4559965490836473,8.655351092856446,4.91396657970517e-18,8.684453136312946e-14,TMIGD1,0.19490240909090908,0
ENSG00000184313,171.90066678493392,0.7841866743895797,0.2002396644644528,3.9162404535930047,8.994054562388468e-5,0.0357230641391954,MROH7,1.068005409090909,0.45932595454545455
ENSG00000184349,292.5044013149343,-1.1699131243866143,0.312958427705593,-3.7382381198795445,1.8531438852979314e-4,0.04816266453657403,EFNA5,2.257962681818182,2.9455092272727272
ENSG00000185070,1175.4254752065426,1.0312287644085811,0.27548752779621,3.7432865751055906,1.8162887985641478e-4,0.0479093611000361,FLRT2,4.770252181818182,1.814065090909091
ENSG00000186635,2682.3591692404766,0.6798230285818957,0.15484532541077212,4.390336142072536,1.131755717054209e-5,0.011765599286764138,ARAP1,23.877611954545454,11.94823
ENSG00000187134,513.1046724854333,-2.281816265256093,0.5830597165919453,-3.913520691488662,9.096010220470734e-5,0.0357230641391954,AKR1C1,2.1279536818181817,5.972002863636364
ENSG00000188613,455.18815590249585,-1.8697368703353026,0.4545306648428511,-4.113554958897533,3.896122286577896e-5,0.021517552865840988,NANOS1,1.332259909090909,4.366593181818182
ENSG00000197465,18.172303403673514,1.0660666919200166,0.27161900121380506,3.9248605110688173,8.678000805941687e-5,0.035666583312420334,GYPE,0.5455216363636364,0.24581263636363634
ENSG00000198074,105.33413375153609,-1.7758315615017004,0.4283280440074404,-4.145961457220982,3.383907501845867e-5,0.02101407860366833,AKR1B10,0.6959810454545454,1.6649936363636364
ENSG00000198183,13.82497161859417,-16.984966612503094,3.4420866780854826,-4.934497065585307,8.03575537037282e-7,0.0036061833296542234,BPIFA1,9.845909090909091e-4,0.4600284545454545
ENSG00000198242,7045.415395872608,-1.419398991365689,0.3337668115562061,-4.252666658939705,2.1123989913652857e-5,0.016231490162782043,RPL23A,163.97370704545455,337.40880277272726
ENSG00000198363,5022.460171494897,-0.9445672034533443,0.2159603452509174,-4.373799284104135,1.2210265212754635e-5,0.011988445394722927,ASPH,51.073310954545455,75.69055609090908
ENSG00000198535,145.43540648688918,-2.2155490877988124,0.5201373551645287,-4.259546186791361,2.0484236995375916e-5,0.016231490162782043,C2CD4A,0.3188397727272727,1.3120836363636363
ENSG00000203837,22.011492425983175,14.437361291420219,3.4532111497850044,4.180851000761735,2.9042012986425836e-5,0.01900961094478162,PNLIPRP3,0.42246572727272724,0.010114681818181818
ENSG00000214046,1020.5533650184763,-0.41588150694404097,0.11098999922980464,-3.747017837913116,1.789493651767382e-4,0.0479093611000361,SMIM7,17.00128868181818,17.192720136363636
ENSG00000240972,3014.0491282985263,-0.9823315904052468,0.25974434146033465,-3.781917191660007,1.5562513617702522e-4,0.044360694058976885,MIF,67.75753954545455,116.82437895454545
ENSG00000249437,1607.08012804038,0.7260626024252305,0.18762617881343352,3.8697297307706315,1.0895607106116877e-4,0.04096980093327735,NAIP,17.224598045454545,8.877537545454546
ENSG00000251357,2.2901104238322447,-11.84206174964053,2.5804316042233895,-4.589178697958373,4.449933679814401e-6,0.008135411341401338,AP000350.4,0.005281909090909091,0.09978140909090909
