ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0005766,primary lysosome,15/222,143/16010,1.3385430427427778e-9,3.112112574376958e-8,2.289613099428436e-8,GRN/FTL/ADA2/MAN2B1/CTSC/NPC2/CD68/GNS/CREG1/BRI3/C3AR1/FUCA1/GM2A/PSAP/HEXA,15
GO:0042582,azurophil granule,15/222,143/16010,1.3385430427427778e-9,3.112112574376958e-8,2.289613099428436e-8,GRN/FTL/ADA2/MAN2B1/CTSC/NPC2/CD68/GNS/CREG1/BRI3/C3AR1/FUCA1/GM2A/PSAP/HEXA,15
GO:0005765,lysosomal membrane,23/222,369/16010,1.8612992305113302e-9,3.709303466519008e-8,2.7289725560128528e-8,CD74/GRN/MARCHF2/TLR8/PLD3/CTSD/CD68/BLOC1S1/TMBIM1/LAPTM5/BRI3/PIP4P1/RILP/C3AR1/AP1S2/PSAP/HLA-DOA/HLA-DMA/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DMB,23
GO:0098852,lytic vacuole membrane,23/222,369/16010,1.8612992305113302e-9,3.709303466519008e-8,2.7289725560128528e-8,CD74/GRN/MARCHF2/TLR8/PLD3/CTSD/CD68/BLOC1S1/TMBIM1/LAPTM5/BRI3/PIP4P1/RILP/C3AR1/AP1S2/PSAP/HLA-DOA/HLA-DMA/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DMB,23
GO:0030667,secretory granule membrane,19/222,288/16010,2.066235431663484e-8,3.8431979028940805e-7,2.8274800643816097e-7,TYROBP/TNFRSF1B/CYBA/KCNAB2/PTPRC/RAP1A/CD68/LGALS3/TMBIM1/CD53/FCGR2A/FCER1G/ITGB2/BRI3/CYBB/CD14/C3AR1/PSAP/PECAM1,19
GO:0071556,integral component of lumenal side of endoplasmic reticulum membrane,7/222,25/16010,3.486199739716135e-8,5.72146898459295e-7,4.209343338976138e-7,CD74/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,7
GO:0098553,lumenal side of endoplasmic reticulum membrane,7/222,25/16010,3.486199739716135e-8,5.72146898459295e-7,4.209343338976138e-7,CD74/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,7
GO:0060205,cytoplasmic vesicle lumen,19/222,302/16010,4.416622330556072e-8,6.845764612361911e-7,5.036499148879732e-7,SERPINB1/GRN/FTL/ADA2/CTSZ/MAN2B1/CTSC/FASLG/CTSD/NPC2/SRGN/ARHGAP9/OSTF1/GNS/CREG1/CSTB/FUCA1/GM2A/TMSB4X,19
GO:0031983,vesicle lumen,19/222,304/16010,4.9049637976081705e-8,7.202552102803577e-7,5.298991360296916e-7,SERPINB1/GRN/FTL/ADA2/CTSZ/MAN2B1/CTSC/FASLG/CTSD/NPC2/SRGN/ARHGAP9/OSTF1/GNS/CREG1/CSTB/FUCA1/GM2A/TMSB4X,19
GO:0045335,phagocytic vesicle,13/222,138/16010,6.320496058407664e-8,8.817092001478691e-7,6.486824902049972e-7,CYBA/NCF4/UNC93B1/ATP6V0E1/RAP1A/RAC2/CTSS/CYBB/PIP4P1/RILP/MPEG1/HLA-E/HLA-A,13
GO:0035578,azurophil granule lumen,10/222,81/16010,1.7071757456536683e-7,2.268104919225588e-6,1.6686680220674954e-6,GRN/FTL/ADA2/MAN2B1/CTSC/NPC2/GNS/CREG1/FUCA1/GM2A,10
GO:0034774,secretory granule lumen,18/222,298/16010,1.867161217773396e-7,2.3678999079944434e-6,1.7420882175397715e-6,SERPINB1/GRN/FTL/ADA2/CTSZ/MAN2B1/CTSC/CTSD/NPC2/SRGN/ARHGAP9/OSTF1/GNS/CREG1/CSTB/FUCA1/GM2A/TMSB4X,18
GO:0098576,lumenal side of membrane,7/222,32/16010,2.2476508484571526e-7,2.726498203128459e-6,2.005912656517825e-6,CD74/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,7
GO:0070820,tertiary granule,13/222,160/16010,3.5911796514216313e-7,4.174746344777646e-6,3.071403649242185e-6,CYBA/KCNAB2/CST3/ASAH1/CTSD/LGALS3/CD53/FCER1G/CSTB/ITGB2/CTSS/CYBB/FTH1,13
GO:0101002,ficolin-1-rich granule,11/222,124/16010,1.2194302908790564e-6,1.308542504443295e-5,9.627081243782024e-6,CTSZ/CST3/ASAH1/CTSD/FGL2/OSTF1/GNS/CSTB/CTSS/CTSB/FTH1,11
GO:1904813,ficolin-1-rich granule lumen,11/222,124/16010,1.2194302908790564e-6,1.308542504443295e-5,9.627081243782024e-6,CTSZ/CST3/ASAH1/CTSD/FGL2/OSTF1/GNS/CSTB/CTSS/CTSB/FTH1,11
GO:0035579,specific granule membrane,9/222,88/16010,3.563227665663635e-6,3.6820019211857565e-5,2.7088865294518867e-5,TNFRSF1B/CYBA/KCNAB2/RAP1A/TMBIM1/CD53/ITGB2/CYBB/C3AR1,9
GO:0030134,COPII-coated ER to Golgi transport vesicle,9/222,91/16010,4.7154335764448605e-6,4.698592742243271e-5,3.456802809799804e-5,CD74/CTSZ/CTSC/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,9
GO:0036019,endolysosome,5/222,20/16010,6.411337834149232e-6,6.168149157681503e-5,4.537970517818875e-5,LGMN/TLR8/CTSL/CTSS/CTSB,5
GO:0045334,clathrin-coated endocytic vesicle,7/222,52/16010,7.060400318478116e-6,6.566172296184648e-5,4.83080021790608e-5,CD74/APOE/CTLA4/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DQA1,7
GO:0030669,clathrin-coated endocytic vesicle membrane,6/222,36/16010,9.140238563348211e-6,8.22621470701339e-5,6.052110423948731e-5,CD74/APOE/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DQA1,6
GO:0042581,specific granule,11/222,153/16010,9.466515878784854e-6,8.253618531815544e-5,6.0722716985626536e-5,TNFRSF1B/CYBA/KCNAB2/CTSZ/RAP1A/CTSD/TMBIM1/CD53/ITGB2/CYBB/C3AR1,11
GO:0030670,phagocytic vesicle membrane,8/222,76/16010,1.0105191356999533e-5,8.508456993729975e-5,6.259758965392738e-5,CYBA/ATP6V0E1/RAC2/CYBB/PIP4P1/RILP/HLA-E/HLA-A,8
GO:0062023,collagen-containing extracellular matrix,18/222,395/16010,1.0368728952932587e-5,8.508456993729975e-5,6.259758965392738e-5,SERPINB1/CTSZ/CST3/CTSC/CTSD/OMD/FGL2/APOE/LGALS3/ADAMDEC1/CTSL/C1QC/CSTB/CTSS/CTSB/C1QB/C1QA/PSAP,18
GO:0012507,ER to Golgi transport vesicle membrane,7/222,58/16010,1.4788267645111989e-5,1.1788361922817843e-4,8.672818618937859e-5,CD74/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,7
GO:0031904,endosome lumen,5/222,28/16010,3.712765068358567e-5,2.8773929279778896e-4,2.116927451257078e-4,LGMN/CTSL/CTSS/CTSB/PRF1,5
GO:0045121,membrane raft,15/222,318/16010,3.887165801650445e-5,2.9311331315147953e-4,2.15646466947891e-4,CD4/TNFRSF1B/LCP2/ATP1B3/PTPRC/SELPLG/CD48/FASLG/CTSD/EFHD2/CD8A/ITGB2/CD14/CARD11/PECAM1,15
GO:0098857,membrane microdomain,15/222,319/16010,4.029517095605719e-5,2.9585138675631466e-4,2.1766089574601534e-4,CD4/TNFRSF1B/LCP2/ATP1B3/PTPRC/SELPLG/CD48/FASLG/CTSD/EFHD2/CD8A/ITGB2/CD14/CARD11/PECAM1,15
GO:0098589,membrane region,15/222,329/16010,5.725909215993069e-5,4.0962273622104263e-4,3.0136364294700366e-4,CD4/TNFRSF1B/LCP2/ATP1B3/PTPRC/SELPLG/CD48/FASLG/CTSD/EFHD2/CD8A/ITGB2/CD14/CARD11/PECAM1,15
GO:0005767,secondary lysosome,4/222,17/16010,7.431661812967112e-5,5.18358411454456e-4,3.8136159303383865e-4,FTL/NCF4/FTH1/NCOA4,4
GO:1904724,tertiary granule lumen,6/222,54/16010,9.845493963134956e-5,6.699738574913787e-4,4.929066297333291e-4,CST3/ASAH1/CTSD/CSTB/CTSS/FTH1,6
GO:0043020,NADPH oxidase complex,3/222,10/16010,2.937391607677016e-4,0.0019464198631462663,0.0014320010311772192,CYBA/NCF4/CYBB,3
GO:0030176,integral component of endoplasmic reticulum membrane,9/222,154/16010,2.999858570440482e-4,0.0019464198631462663,0.0014320010311772192,CD74/SGPL1/MMGT1/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,9
GO:0044754,autolysosome,3/222,11/16010,3.9976572092514397e-4,0.002534878094048072,0.0018649357794354802,FTL/FTH1/NCOA4,3
GO:0031227,intrinsic component of endoplasmic reticulum membrane,9/222,162/16010,4.354281746211135e-4,0.002699654682650904,0.0019861636035349035,CD74/SGPL1/MMGT1/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,9
GO:0070821,tertiary granule membrane,6/222,71/16010,4.490055230665066e-4,0.0027233161072946813,0.0020035715560175926,CYBA/KCNAB2/CD53/FCER1G/ITGB2/CYBB,6
GO:0034362,low-density lipoprotein particle,3/222,12/16010,5.275798920339582e-4,0.0031318040399462626,0.002304100312354353,MSR1/APOE/PLA2G7,3
GO:0030135,coated vesicle,12/222,283/16010,6.068131340464435e-4,0.0034741181326649125,0.0025559442968106317,CD4/CD74/CTSZ/CTSC/APOE/CTLA4/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,12
GO:0030660,Golgi-associated vesicle membrane,7/222,104/16010,6.101497795719739e-4,0.0034741181326649125,0.0025559442968106317,CD74/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,7
GO:0031902,late endosome membrane,8/222,137/16010,6.510388401203607e-4,0.0036327967278716126,0.0026726857647046388,PLD3/CD68/OSBPL11/PIP4P1/RILP/HLA-DMA/HLA-DRA/HLA-DMB,8
GO:0030662,coated vesicle membrane,9/222,172/16010,6.717879990504231e-4,0.0036750755242170204,0.002703790708252477,CD4/CD74/APOE/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,9
GO:0005798,Golgi-associated vesicle,9/222,173/16010,7.002874883525736e-4,0.0037573117163532312,0.0027642927171812118,CD74/CTSZ/CTSC/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,9
GO:0030665,clathrin-coated vesicle membrane,7/222,109/16010,8.074294618502211e-4,0.004250430563324749,0.0031270853040872514,CD4/CD74/APOE/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DQA1,7
GO:0034358,plasma lipoprotein particle,4/222,31/16010,8.438622907979513e-4,0.00428068325695688,0.00314934252068135,MSR1/APOE/APOC1/PLA2G7,4
GO:1990777,lipoprotein particle,4/222,31/16010,8.438622907979513e-4,0.00428068325695688,0.00314934252068135,MSR1/APOE/APOC1/PLA2G7,4
GO:0032994,protein-lipid complex,4/222,34/16010,0.0012040188704752917,0.005998594015403685,0.0044132270628323665,MSR1/APOE/APOC1/PLA2G7,4
GO:0032588,trans-Golgi network membrane,6/222,89/16010,0.0014824207388321332,0.007256059405862546,0.00533835723125145,CD74/AP1S2/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DQA1,6
GO:0042101,T cell receptor complex,3/222,17/16010,0.001549311051361624,0.007452720402239536,0.005483042740753479,CD4/CD8A/CD8B,3
GO:0001772,immunological synapse,4/222,39/16010,0.0020230993926810257,0.009566859839966206,0.007038436780959858,LGALS3/CD53/GZMA/CARD11,4
GO:0042470,melanosome,6/222,103/16010,0.0031091325018619987,0.014220458492122912,0.010462136977792748,ATP1B3/PRDX1/CTSD/RPN1/CTSB/TRPV2,6
GO:0048770,pigment granule,6/222,103/16010,0.0031091325018619987,0.014220458492122912,0.010462136977792748,ATP1B3/PRDX1/CTSD/RPN1/CTSB/TRPV2,6
GO:0034364,high-density lipoprotein particle,3/222,22/16010,0.003334182258423683,0.015003820162906573,0.011038464183236302,APOE/APOC1/PLA2G7,3
GO:0030136,clathrin-coated vesicle,8/222,181/16010,0.003795528520079943,0.016808769160354033,0.012366383649383274,CD4/CD74/APOE/CTLA4/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DQA1,8
GO:0044853,plasma membrane raft,6/222,109/16010,0.0041127365539271096,0.017928960914775992,0.013190520197628066,LCP2/ATP1B3/SELPLG/FASLG/CD8A/ITGB2,6
GO:0005769,early endosome,12/222,363/16010,0.00484309246698584,0.02078804305060076,0.015293976211534235,CD4/PLD3/SNX17/RAP1A/CXCR4/APOE/TLR4/SNX20/MMGT1/CD8B/HLA-E/HLA-A,12
GO:0005581,collagen trimer,5/222,81/16010,0.005346942829164764,0.022602985596014685,0.016629248033287546,MARCO/MSR1/C1QC/C1QB/C1QA,5
GO:0001891,phagocytic cup,3/222,27/16010,0.006018789318462367,0.025063316714194036,0.01843933883896562,MYO1G/TLR4/AIF1,3
GO:0005771,multivesicular body,4/222,56/16010,0.00752512436581926,0.03087514261858196,0.022715158689392504,CD74/CST7/CST3/CTSL,4
GO:0035577,azurophil granule membrane,4/222,57/16010,0.008006887399617161,0.03237567513758244,0.0238191158341014,CD68/BRI3/C3AR1/PSAP,4
GO:0031301,integral component of organelle membrane,11/222,353/16010,0.010437713365175265,0.04160174326976998,0.030606828664799655,CD74/BAK1/SGPL1/VAMP5/MMGT1/HLA-DRA/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQA1,11
GO:0043235,receptor complex,11/222,360/16010,0.011956129473203436,0.0469825369439966,0.03456553368828273,CD4/CD74/TNFRSF1B/IL2RB/TLR4/IL2RG/CD8A/ITGB2/CD14/CD8B/IL10RB,11
